Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
JHS,JHS Svendgaard Laboratories Ltd.,,,64.9,64.9,109.92,109.92,174.82,,0.23,0,2.48,1.35,4.06,,0.13,20.43,13.85,0.12,34.53,213.41,,,63.6,0,4.44,0,68.04,16.18,6.71,0.26,16.04,107.23,,0,10.86,18.18,34.04,36.6,6.51,106.18,213.41,,,0.94,,0,0,0,0,,2.94,,--,,--,--,,--,,--,16.18,,--,--
JIKIND,JIK Industries Ltd.,,,72.64,72.64,-149.8,-148.05,-75.41,,0,0,89.29,0.09,89.38,,7.04,0,5.54,0.13,12.72,26.69,,,0.07,0,0,0,0.07,26.35,0,0,0.14,26.56,,0,0.01,0,0.02,0,0.11,0.14,26.69,,,67.62,,0,0,0,0,,0,,--,,--,--,,--,,--,26.35,,--,--
JINDALPHOT,Jindal Photo Ltd.,,,10.26,10.26,164.08,164.08,174.34,,0,0,0,0.03,0.03,,68.28,0,19.45,0,87.73,262.1,,,2.54,0,0,0,2.54,0,0,0,0.83,3.37,,201.8,0,0,0.01,5.59,51.33,258.72,262.1,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,201.8
JINDALPOLY,Jindal Poly Films Ltd.,,,43.79,43.79,"5,449.63","5,449.63","5,493.42",,498.24,100.69,73.69,0,672.61,,257.67,24.67,88.05,0,370.39,"6,536.42",,,"1,040.73",0.09,20.57,0,"1,061.38",989.3,0,300,9.93,"2,360.62",,"2,651.72",91.63,139.88,54.41,530.02,708.15,"4,175.80","6,536.42",,,772.68,,0,0,0,0,,560.77,,--,,--,638.51,,33.4,,859.21,130.09,,6.73,"2,644.98"
JINDALSAW,Jindal Saw Ltd.,,,63.95,63.95,"8,075.65","8,075.65","8,139.60",,786.19,642.7,372.04,26.86,"1,827.79",,"2,335.42","2,841.20",927.35,84.4,"6,188.38","16,155.76",,,"5,812.59",7.47,206.46,0,"6,026.52","1,270.03",0,2.78,272.24,"7,571.58",,0,"3,351.19","3,168.45",62.55,"1,445.68",556.31,"8,584.19","16,155.76",,,"5,113.25",,0,0,0,0,,"4,635.29",,--,,--,"3,579.56",,25.8,,--,"1,270.03",,--,--
JINDCOT,Jindal Cotex Ltd.,,,45,45,97.53,97.53,142.53,,45.29,0,-3.39,0,41.91,,0,3.78,5.31,0,9.09,193.53,,,2.11,0.01,0,0,2.12,2.35,0,138.6,38.88,181.95,,0,0.14,2.2,0.04,0,9.2,11.58,193.53,,,327.61,,0,0,0,0,,0,,--,,--,--,,4.8,,0.03,2.32,,--,--
JINDRILL,Jindal Drilling Industries Ltd.,,,14.49,14.49,"1,049.72","1,049.72","1,064.21",,79.9,107.5,0.69,1.53,189.62,,126.81,48.65,188.8,1.3,365.55,"1,619.38",,,592.13,0.1,0.16,9.41,601.8,186.59,25.39,139.84,128.73,"1,082.35",,48.49,34.7,154.55,99.96,0,199.32,537.03,"1,619.38",,,168.43,,0,0,0,0,,195.27,,--,,--,513.14,,2.25,,--,186.59,,--,48.08
JINDWORLD,Jindal Worldwide Ltd.,,,20.05,20.05,626.95,626.95,647.01,,105.33,10.1,0.00,0.0,115.44,,491.34,147.85,20.46,0.0,659.64,"1,422.09",,,171.82,0.00,3.24,0.0,175.06,37.42,0.0,0.0,1.18,213.67,,0.28,280.76,498.2,307.81,46.15,75.21,"1,208.42","1,422.09",,,328.45,,0.0,0.0,0.0,0.0,,33.61,,--,,208.63,--,,15.04,,2.15,35.28,,--,0.28
JISLJALEQS,Jain Irrigation Systems Ltd.,,,124.79,124.79,"4,422.13","4,422.13","4,592.26",,"1,009.31",0,0.05,36.56,"1,045.91",,"1,727.76",537.73,471.54,15.2,"2,752.22","8,390.40",,,"2,757.16",1.91,29.8,16.09,"2,804.96","1,443.43",17.47,0,196.72,"4,462.57",,0,893.4,"2,076.02",68.45,29.08,860.87,"3,927.83","8,390.40",,,511.49,,363.93,0,0,2.76,,22.23,,--,,342.56,--,,--,,--,--,,--,--
JKCEMENT,J. K. Cement Ltd.,,,77.27,77.27,"4,624.23","4,624.23","4,701.50",,"2,488.60",835.83,556.39,46.89,"3,927.71",,722.63,604.18,843.99,90.89,"2,261.68","10,890.90",,,"5,288.32",25.49,168.83,0,"5,482.64","2,189.58",0,0,415.84,"8,088.06",,70.82,777.9,371.16,567.73,0,"1,015.23","2,802.84","10,890.90",,,"2,282.06",,0,0,0,0,,966.77,,--,,--,4.43,,--,,--,"2,189.58",,70.82,--
JKIL,J Kumar Infraprojects Ltd.,,,37.83,37.83,"2,301.90","2,301.90","2,339.73",,82.54,22.93,93.8,0.3,199.58,,433.83,629.82,752.82,0,"1,816.47","4,355.78",,,925.11,0,106.75,0,"1,031.85",1,0,0,435.53,"1,468.39",,0,392.7,"1,141.27",376.53,10.99,965.91,"2,887.39","4,355.78",,,"2,516.10",,0,0,0,0,,82.66,,--,,11.76,--,,--,,--,--,,--,--
JKLAKSHMI,JK Lakshmi Cement Ltd.,,,58.85,58.85,"2,664.89","2,664.89","2,723.74",,556.42,159.57,405.52,15.59,"1,137.10",,254.81,511.96,578.52,5.04,"1,350.33","5,211.17",,,"2,701.47",5.33,64.92,0.5,"2,772.22",414.08,0,17.32,124.23,"3,327.85",,510.24,700.4,60.51,334.71,88.73,188.73,"1,883.32","5,211.17",,,127.18,,0,0,0,0,,711.08,,--,,--,--,,1.59,,587.55,285.2,,510.24,--
JMFINANCIL,JM Financial Ltd.,,,95.48,95.48,"3,707.87","3,707.87","3,816.74",,0,130.76,10.89,10.27,151.92,,0,7.52,106.78,0,114.3,"4,082.96",,,53.1,0.35,0,0,53.45,0,0,0,163.66,217.11,,"3,070.74",0,30.28,13.51,737.04,14.28,"3,865.85","4,082.96",,,92.18,,0,0,0,0,,0.79,,--,,--,12.05,,44.99,,--,--,,--,"3,070.54"
JPPOWER,Jaiprakash Power Ventures Ltd.,,,"6,853.46","6,853.46",122.78,122.78,"6,976.24",,"3,991.65",0,249.12,37,"4,277.77",,762.84,419.51,"1,384.75",5.11,"2,572.21","17,631.75",,,"13,166.13",151.46,52.8,0,"13,409.07",971.86,22.16,0,165.67,"14,568.76",,0,712.19,"1,167.26",175.09,0,"1,008.45","3,062.99","17,631.75",,,"1,395.78",,0,0,0,0,,1,,--,,--,--,,--,,--,190.97,,--,--
JSL,Jindal Stainless Ltd.,,,164.69,164.69,"11,292.20","11,292.20","11,456.89",,"2,755.97",933.6,509.59,34.28,"4,233.44",,733.52,"7,747.49","1,966.77",1.61,"10,449.39","26,139.72",,,"8,618.11",836.45,508.64,0,"9,974.76",871.08,0,103.55,722.76,"11,672.15",,300.7,"7,718.87","3,813.66",898.12,7.26,"1,728.96","14,467.57","26,139.72",,,"1,463.07",,0,0,0,0,,"13,075.96",,--,,--,"6,501.65",,5.15,,--,871.08,,300.7,--
JSWENERGY,JSW Energy Ltd.,,,"1,640.54","1,640.54","11,968.87","11,968.87","13,609.41",,"3,136.36",967.5,24.67,22.22,"4,150.75",,"3,137.26",900.51,142.64,8.89,"4,189.30","21,949.46",,,"3,706.42",2.21,15.53,0,"3,724.16","14,654.68",0,79.85,"1,255.27","19,713.96",,75.82,781.86,644.73,435.08,118.41,179.6,"2,235.50","21,949.46",,,"4,025.28",,0,0,0,0,,"2,224.28",,--,,--,--,,987.41,,"4,819.34",--,,--,75.82
JSWHL,JSW Holdings Ltd.,,,11.1,11.1,"18,982.26","18,982.26","18,993.36",,0,"2,627.30",0.7,0.91,"2,628.91",,0,0.21,0,0,0.21,"21,622.48",,,0,0,0,0,0,0,0,0,2.69,2.69,,"20,684.99",0,14.18,1.14,919.47,0.02,"21,619.80","21,622.48",,,7.33,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,"7,956.41"
JUBLFOOD,Jubilant Foodworks Ltd.,,,131.97,131.97,"2,013.50","2,013.50","2,145.47",,0,0,"2,099.26",0,"2,099.26",,0,557.86,406.45,41.6,"1,005.91","5,250.64",,,"3,296.06",110.67,158.51,0.03,"3,589.18",680.21,77.87,0,249.24,"4,596.50",,122.53,170.25,33.07,233.02,0,95.27,654.14,"5,250.64",,,348.56,,0,0,0,0,,225.83,,--,,12.96,--,,65.98,,231.66,448.55,,--,122.53
JUSTDIAL,Just Dial Ltd.,,,84.32,84.32,"3,582.84","3,582.84","3,667.16",,0,36.75,101.09,0,137.84,,0,15.24,504.42,11.97,531.63,"4,336.63",,,148.14,4,0,0,182.3,0,0,0,31.57,213.87,,"4,051.24",0,0,15.56,0.88,55.08,"4,122.76","4,336.63",,,12.97,,0,0,0,0,,1.74,,--,,--,--,,--,,--,--,,658.4,"3,392.84"
JWL,Jupiter Wagons Ltd.,,,387.45,387.45,421.15,421.15,808.6,,18.79,30.03,0.4,4.44,53.67,,268.88,198.1,307.6,1.92,776.51,"1,638.77",,,432.65,29.95,26.05,0,488.93,16.45,0,0.53,43.85,549.76,,0,491.23,213.27,166.07,3.58,214.85,"1,089.01","1,638.77",,,61.99,,0,0,0,0,,77.14,,--,,--,2.11,,36.77,,--,16.45,,--,--
JYOTHYLAB,Jyothy Labs Ltd.,,,36.72,36.72,844.7,844.7,881.42,,0,0,33.53,70.82,104.35,,0,214.2,170.13,21.84,406.16,"1,391.93",,,323.5,111.36,15.41,0,450.27,5.8,99.29,0,69.65,625.01,,0,300.19,132.26,282.55,0,51.92,766.93,"1,391.93",,,29.69,,0,0,0,0,,26.26,,--,,--,49.99,,26.48,,--,--,,--,--
JYOTISTRUC,Jyoti Structures Ltd.,,,126.91,126.91,-98.4,-98.4,28.5,,"1,729.15",0,158.43,0.86,"1,888.44",,73.66,124.15,141.93,0.2,339.93,"2,284.88",,,31.41,0.09,0,0,31.5,7.35,0,0,4.08,42.93,,0,72.61,"1,990.43",31.94,0,146.96,"2,241.95","2,284.88",,,212.88,,0,0,0,0,,0,,--,,--,--,,1.71,,0.68,--,,--,--
KABRAEXTRU,Kabra Extrusion Technik Ltd.,,,16.8,16.8,367.34,367.34,384.13,,11.15,11.35,0,1.08,23.58,,62.83,80.52,67.2,16.72,227.26,634.98,,,160.37,7.19,5.9,0,173.45,27.76,0,0,8.79,210.01,,18.36,209.22,109.58,58.24,0.59,28.97,424.97,634.98,,,42.05,,0,0,0,0,,241.4,,--,,--,66.56,,11.59,,--,2,,--,--
KAJARIACER,Kajaria Ceramics Ltd.,,,15.92,15.92,"2,295.14","2,295.14","2,319.94",,5.9,70.59,24.19,16.74,117.42,,94.06,230.8,190.68,7.7,523.24,"2,960.60",,,989.28,1.18,77.98,0,"1,068.44",143.52,0,287.12,94.65,"1,593.73",,0,381.51,535.08,389.89,8.49,51.9,"1,366.87","2,960.60",,,175.78,,0,0,0,0,,89.61,,--,,51.94,--,,--,,--,143.52,,--,--
KAKATCEM,Kakatiya Cements Ltd.,,,7.77,7.77,221.01,221.01,228.78,,0,8.13,0,0.12,8.25,,83.48,10.65,13.74,0.04,107.9,344.93,,,46.13,0,0,0,46.13,0.01,0,0,132.77,178.92,,0,64.75,17.97,46.19,0,37.11,166.02,344.93,,,89.23,,0,0,0,0,,0,,--,,--,--,,3.7,,0.01,--,,--,--
KALYANI,Kalyani Commercials Ltd.,,,1.0,1.0,14.33,14.33,15.33,,0.48,0.0,0.00,0.0,0.48,,43.9,1.96,2.59,0.64,49.09,64.90,,,2.74,0.00,0.0,1.06,3.80,2.06,-0.02,0.0,0.17,6.01,,0.0,20.85,35.87,0.51,0.0,1.66,58.89,64.90,,,0.48,,0.0,0.0,0.0,0.0,,0.00,,--,,--,--,,--,,--,2.06,,--,--
KALYANIFRG,Kalyani Forge Ltd.,,,3.64,3.64,101.84,101.84,105.48,,0.89,0,0,6.61,7.5,,37.3,42.24,11.13,2.16,92.83,205.81,,,39.12,0,3.11,0,42.23,0.01,4.16,0,2.68,49.08,,0,70.12,76.36,5.46,0,4.79,156.73,205.81,,,9.43,,0,0,0,0,,10.8,,--,,--,32.05,,0.63,,--,0.01,,--,--
KANANIIND,Kanani Industries Ltd.,,,9.89,9.89,34.68,34.68,44.57,,10.09,0,0,0,10.09,,21.27,13.73,0.32,0,35.32,89.98,,,0.23,0,0,0,0.23,21.34,0,0,0,21.57,,0,12.72,50.33,4.12,0,1.24,68.41,89.98,,,0,,76.06,0,0,0,,0,,--,,80.49,--,,8.39,,--,--,,--,--
KANORICHEM,Kanoria Chemicals and Industries Ltd.,,,21.85,21.85,618.6,618.6,640.45,,65.05,52.33,0,6.11,123.49,,59.37,62.53,14.42,6.76,143.07,907.02,,,404.5,0.25,0.02,0,404.77,211.4,0,82.75,2.75,701.66,,6.51,52.64,85.87,0.49,26.45,33.4,205.36,907.02,,,14.46,,0,0,0,0,,149.48,,--,,--,10.81,,9.77,,0.96,210.43,,--,6.51
KANSAINER,Kansai Nerolac Paints Ltd.,,,53.89,53.89,"4,553.49","4,553.49","4,607.38",,0,102.25,93.78,21.13,217.16,,0,937.51,292.19,20.89,"1,250.59","6,075.13",,,"1,985.91",8.9,112.62,0.13,"2,107.56",154.9,0,0,250.55,"2,513.01",,498.13,"1,648.02","1,117.15",94.74,0,204.08,"3,562.12","6,075.13",,,103.12,,0,0,0,0,,"1,315.08",,--,,--,10.62,,42.56,,0.89,154.01,,11.53,486.6
KARURVYSYA,Karur Vysya Bank Ltd.,,,160.41,160.41,0,"8,423.64","8,423.64","8,584.05","76,637.58","1,432.01","3,525.78","90,179.42",,"4,279.48",415.65,"18,808.32","63,134.14",435.04,"3,106.79","90,179.42",,0,0,18.56,,0,0,,"1,458.15",2,468.15,0.74,1.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,,,34.63,34.63,6.04,5.04,39.67,,0,0,0,0.08,0.08,,34.61,1.3,0.02,0,35.94,75.69,,,0.87,0,0,2.66,3.53,49.76,4.29,3.77,10.72,72.08,,0,0,2.9,0.45,0,0.26,3.61,75.69,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,47.61,,--,--
KAVVERITEL,Kavveri Telecom Products Ltd.,,,20.12,20.12,37.58,37.58,57.7,,0,0,0,0,0,,0,0.48,8.57,2.35,11.4,69.1,,,1.21,0.36,0,0,1.56,28.34,0,24.53,11.58,66.02,,0,0,2.39,0.23,0,0.46,3.08,69.1,,,271.97,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
KAYA,Kaya Ltd.,,,13.06,13.06,-0.02,-0.02,15.87,,91.73,0,54.05,1.76,147.54,,0,13.03,123.84,2.46,139.33,302.75,,,92.94,1.68,0,0,95.42,120.98,0,0,8.04,224.44,,21.01,21.38,4.98,15.76,0.12,15.06,78.31,302.75,,,21.73,,0,0,0,0,,3.56,,--,,--,12.41,,--,,--,120.98,,--,21.01
KCP,KCP Ltd.,,,12.89,12.89,670.76,670.76,683.65,,130.98,81.8,23.26,14.45,250.49,,167.7,98.25,219.77,7.44,493.16,"1,427.54",,,814.45,4.99,6.02,0,825.47,27.01,0,0,53.58,906.06,,0,207.31,75.46,116.81,0,121.9,521.48,"1,427.54",,,245.96,,0,0,0,0.07,,0.32,,--,,13.57,34.4,,12.67,,0.2,26.81,,--,--
KDDL,KDDL Ltd.,,,12.62,12.62,240.61,240.61,253.23,,39.64,4.47,2.85,0,46.96,,40.15,26.88,39.42,6.76,113.21,413.4,,,110.69,0.23,9.4,0,120.32,146.13,0,13.21,10.63,290.29,,0,39.08,60.02,12.15,0.61,11.25,123.12,413.4,,,60.51,,0,0,0,0,,37.5,,--,,--,198.48,,--,,--,146.13,,--,--
KECL,Kirloskar Electric Co Ltd.,,,66.41,66.41,47.39,47.39,113.8,,0,54.49,5.96,27.56,88.01,,124.72,164.02,95.44,34.44,418.62,620.43,,,439.28,0.15,0.53,0,439.96,10.47,0,0,26.6,477.03,,0,51.68,30.35,23.64,0,37.73,143.4,620.43,,,67.6,,0.15,0,0,0,,0,,--,,13.49,7.97,,6.68,,0.52,10.47,,--,--
KEEPLEARN,DSJ Keep Learning Ltd.,,,8.18,8.27,-8.13,-8.13,0.14,,2.65,0,0.11,0.06,2.82,,0,0.6,0.81,0.05,1.46,4.42,,,0.28,0.33,0,0,1.17,0.15,0.07,0,0,1.39,,0,0,1.76,0.13,0,1.13,3.02,4.42,,,0.46,,0,0,0,0,,0,,--,,--,--,,2.58,,--,0.01,,--,--
KEI,KEI Industries Ltd.,,,18.04,18.04,"2,570.97","2,570.97","2,589.01",,0,0,48.74,14.88,63.62,,135.26,748.12,225,9.14,"1,117.52","3,770.14",,,565.64,1.69,14.56,0,581.88,1.27,0,0.34,25.33,608.82,,0,"1,102.29","1,387.79",537.16,2.08,132,"3,161.32","3,770.14",,,208.4,,0,0,0,0,,381.81,,--,,--,639.41,,--,,0.57,0.48,,--,--
KELLTONTEC,Kellton Tech Solutions Ltd.,,,48.27,48.27,100.49,100.49,150.8,,11.06,0,10.58,4.53,26.17,,22.47,4.48,13.29,5.58,45.82,222.79,,,19.15,9.63,0,0,28.78,86.92,1.61,0,3.06,120.36,,0,0,53.48,6.86,0,42.08,102.42,222.79,,,0,,0,0,0,0,,0,,--,,--,--,,24.1,,--,86.92,,--,--
KERNEX,Kernex Microsystems (India) Ltd.,,,15.46,15.46,76.83,76.83,92.29,,0.48,1.23,0,0.35,2.06,,8.19,3.17,5.73,0,17.1,111.45,,,23.73,0,0,0,23.73,12.84,0,0,2.91,39.48,,0,12.22,9.38,32.14,0,18.24,71.97,111.45,,,36.53,,0,0,0,0,,2.14,,--,,1.3,--,,5.52,,--,12.84,,--,--
KHADIM,Khadim India Ltd.,,,17.97,17.97,207.39,207.39,225.36,,11.85,0,169.27,0.06,181.18,,107.39,180.84,40.25,0.1,328.59,735.12,,,243.34,0.23,0.44,0,244.32,0.14,13.6,0,32.67,290.73,,0,180.42,187.55,14.28,0,62.13,444.39,735.12,,,11.59,,0,0,0,0,,47.18,,--,,--,0.33,,9.1,,--,0.14,,--,--
KHAITANLTD,Khaitan (India) Ltd.,,,4.75,4.75,13.88,13.88,18.63,,6.09,0,0.73,0.3,7.11,,4.16,21.17,20.2,0.14,45.66,71.4,,,46.31,0,0,1.71,48.02,2.46,0,0,2.65,53.13,,0,5.69,8.89,0.32,3.19,0.19,18.27,71.4,,,0,,0,0,0,0,,0,,--,,--,--,,0.17,,0.57,1.89,,--,--
KHANDSE,Khandwala Securities Ltd.,,,15.25,15.25,14.87,14.87,30.12,,2.61,0,0.04,0.21,2.87,,0,10.92,0.3,0,11.22,44.2,,,5.21,0.29,0,0,5.49,3.9,0.31,9.77,3.92,23.39,,0.41,0,7.83,6.09,5.59,0.88,20.81,44.2,,,2.49,,0,0,0,0,,0,,--,,--,0.31,,5.8,,--,3.9,,--,0.41
KICL,Kalyani Investment Company Ltd.,,,4.37,4.37,"5,666.13","5,666.13","5,670.49",,0,101.58,0.34,0,101.92,,0,0.12,1.51,0,1.63,"5,774.04",,,0.24,0,0,0,0.24,0,0,0,0.11,0.35,,"5,647.08",0,0,126.56,0,0.05,"5,773.69","5,774.04",,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,"5,647.08"
KILITCH,Kilitch Drugs (India) Ltd.,,,15.58,15.58,179.99,179.99,195.93,,0,0,0,0.07,0.07,,21.86,28.84,4.21,1.51,56.42,252.42,,,14.82,0.26,1.31,0,16.39,71.1,1.97,48.17,0.02,137.65,,39.2,2.04,53.1,17.97,0,2.45,114.77,252.42,,,0.76,,0,0,0,0,,16.07,,--,,--,60.21,,0.06,,--,71.1,,39.2,--
KINGFA,Kingfa Science & Technology Ltd.,,,12.11,12.11,453.88,453.88,465.99,,0,0.8,4.12,0,4.92,,38.28,474.52,25.54,1.08,539.42,"1,010.33",,,123.42,0,130.97,0,254.4,0,0,0,17.93,272.32,,0,289.08,357.85,24.21,0,66.87,738.01,"1,010.33",,,68.37,,0,0,0,0,,544,,--,,--,116.18,,--,,--,--,,--,--
KIOCL,KIOCL Ltd.,,,607.75,607.75,"1,394.29","1,394.29","2,002.04",,30.83,0,107.74,87.37,225.94,,380.82,164.85,144.29,20.11,710.07,"2,938.05",,,280.26,1.58,166.35,0,983.54,0,30.36,2.26,41.02,"1,057.19",,0,333.18,354.22,773.29,0.72,419.44,"1,880.86","2,938.05",,,993.87,,0,0,0,0,,65.62,,--,,"1,361.43",--,,--,,--,--,,--,--
KIRIINDUS,Kiri Industries Ltd.,,,51.83,51.83,439.47,439.47,491.31,,41.15,0,3.85,5.16,50.17,,4.03,351.66,67.1,2.11,424.9,966.37,,,473.65,0.04,67.4,0,541.09,140.28,17.02,0,74.23,772.62,,0,98.86,61.4,2.2,3.64,27.66,193.76,966.37,,,24.54,,0,0,0,0,,62.52,,--,,123.1,--,,5.18,,--,0.02,,--,--
KIRLOSENG,Kirloskar Oil Engines Ltd.,,,28.95,28.95,"2,302.82","2,302.82","2,331.77",,0,6.12,43.33,33.22,82.67,,75.14,632.61,126.63,90.88,925.26,"3,339.77",,,378.25,46.85,15.82,0,491.53,"1,430.87",0,8.04,93.03,"2,023.47",,261.65,468.45,467.21,33.83,21.88,63.28,"1,316.30","3,339.77",,,292.39,,0,0,0,0,,133.57,,--,,--,437.33,,--,,--,"1,430.87",,--,261.65
KIRLOSIND,Kirloskar Industries Ltd.,,,9.88,9.88,"2,167.14","2,167.14","2,190.65",,11.87,35.12,2.38,6.66,56.03,,0,0,6.12,0,6.12,"2,252.80",,,19.5,0.05,0,16.9,36.45,297.85,0,0,15.06,349.36,,"1,556.56",0.01,0.13,132.88,181.45,32.41,"1,903.44","2,252.80",,,12.79,,0,0,0,0,,0,,--,,--,--,,4.85,,--,--,,"1,556.19",0.77
KITEX,Kitex Garments Ltd.,,,6.65,6.65,898.24,898.24,904.89,,0,3.96,1.87,8.5,14.33,,25,41.63,20.13,3.54,90.31,"1,009.52",,,133.39,0.5,20.43,0,154.32,297.95,0,92.45,11.21,555.93,,0,116.93,203.46,83.08,0,50.12,453.59,"1,009.52",,,45.41,,0,0,0,0,,12.36,,--,,--,393.74,,1.9,,0.03,30.16,,--,--
KKCL,Kewal Kiran Clothing Ltd.,,,61.63,61.63,485.79,485.79,547.42,,0,0,12.87,0.07,12.93,,50.82,48.09,63.27,94.65,256.83,817.18,,,99.93,0.25,1.27,1.26,102.7,30.93,0.28,2.94,22.77,159.63,,126.93,165.59,169.92,170.39,0.05,24.66,657.55,817.18,,,8.15,,0,0.7,0.7,0.68,,0.15,,--,,22.16,--,,52.3,,4.39,18.09,,--,126.93
KMSUGAR,KM Sugar Mills Ltd.,,,18.4,18.4,256.86,256.86,275.26,,50.24,7.33,1.17,4.81,63.56,,217.56,130.05,16.01,0.89,364.51,703.33,,,214.39,0.04,4.53,0,218.96,62.96,0,9.58,31.1,322.59,,0,353.15,6.04,6.33,4.59,10.63,380.74,703.33,,,82.42,,0,0,0,0,,0.61,,--,,--,--,,10.78,,--,62.96,,--,--
KOHINOOR,Kohinoor Foods Ltd.,,,37.07,37.07,-713.33,-554.48,-517.41,,2.62,0,0,0.8,3.41,,704.38,7.84,14.64,0.21,727.08,213.09,,,159.09,0,0.08,0,159.17,0,3.03,0,7.33,169.54,,0,7.48,12.42,1.8,0,21.85,43.55,213.09,,,147.81,,1.69,10.56,10.56,0,,0.46,,--,,66.35,--,,6.91,,--,--,,--,--
KOKUYOCMLN,Kokuyo Camlin Ltd.,,,10.03,10.03,252.55,252.55,262.58,,0,2.09,0,6.22,8.31,,55.81,73.61,40.77,1.19,171.37,442.26,,,136.61,3.01,0,0.03,139.64,12.74,0,0,15.3,167.69,,0,159.53,73.51,8.49,0,33.04,274.57,442.26,,,38.79,,0,0,0,0,,64.44,,--,,25.92,--,,3.63,,10.19,0.27,,--,--
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,,82.89,82.89,174.67,174.67,257.56,,0,30.72,0.82,0,31.54,,37.62,85.43,11.87,7.82,142.73,431.83,,,151.09,0.05,8.8,1.06,160.99,0,0,0,16.5,177.49,,72.01,135.6,28.24,0.26,0,18.23,254.34,431.83,,,21.46,,0,0,0,0,,1.99,,--,,--,--,,--,,--,--,,--,0.05
KOTHARIPET,Kothari Petrochem Ltd.,,,59.19,59.19,132.88,132.88,192.07,,15.48,13.35,0,0,28.83,,6.94,34.51,6.3,1.69,49.44,270.34,,,105.18,0.62,2.95,15.61,124.36,0,0,0,4.95,129.31,,41.24,33.46,46.96,14.57,0.05,4.77,141.03,270.34,,,26.92,,0,0,0,0,,4.65,,--,,126.67,--,,--,,--,--,,--,41.24
KPITTECH,KPIT Technologies Ltd.,,,270.35,270.35,"1,113.38","1,113.38","1,383.73",,0.23,0.0,52.44,31.74,84.41,,0.38,50.99,274.40,27.45,353.22,"1,821.35",,,255.29,24.85,4.88,0.0,311.89,809.15,55.69,0.0,46.77,"1,223.50",,35.18,0.00,424.52,94.96,0.0,43.19,597.85,"1,821.35",,,15.97,,0.0,0.0,0.0,0.0,,29.10,,--,,--,"1,378.90",,--,,--,809.15,,--,--
KRBL,KRBL Ltd.,,,23.54,23.54,"4,660.95","4,660.95","4,684.49",,0.00,122.53,36.78,8.63,167.94,,201.34,119.69,403.95,4.01,728.99,"5,581.42",,,880.38,2.60,15.9,3.12,902.08,4.27,0.0,0.03,44.76,951.14,,30.88,"4,186.27",285.06,46.84,0.05,81.18,"4,630.28","5,581.42",,,99.04,,0.0,0.0,0.0,0.0,,155.18,,--,,--,"1,748.30",,--,,--,4.27,,30.88,--
KRIDHANINF,Kridhan Infra Ltd.,,,18.96,18.96,-347.74,-347.74,-328.78,,0,0,0.71,0.02,0.73,,20.44,1.68,366.46,0,388.58,60.53,,,17.37,0,0,0,17.37,36.46,0.05,0,0.24,54.12,,0.06,0,3.96,0.48,0.03,1.88,6.41,60.53,,,196.98,,0,0,0,0,,0,,--,,--,--,,--,,--,36.46,,--,0.06
KRISHANA,Krishana Phoschem Ltd.,,,30.91,30.91,230.9,230.9,261.81,,144.41,10.91,9.09,0.26,164.67,,131.95,8.84,14.82,0.07,155.69,582.17,,,358.46,0,3.21,0,361.68,0,0,0,8.28,369.95,,0,110.9,74.08,0.02,0.07,27.15,212.22,582.17,,,0.33,,0,0,0,0,,0,,--,,--,--,,6,,--,--,,--,--
