Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
SPYL,Shekhawati Poly-Yarn Ltd.,,,34.47,34.47,-103.24,-103.24,-68.77,,1.19,0,0.17,0.31,1.68,,95.61,3.91,107.94,0.04,207.49,140.4,,,105.94,0.85,6.37,0,113.16,0,0,0,2.43,115.59,,0,6.32,11.78,0.16,0,6.56,24.81,140.4,,,3.81,,0,0,0,0,,0,,--,,5.7,--,,0.58,,--,--,,--,--
SREEL,Sreeleathers Ltd.,,,25.16,25.16,264.24,264.24,289.4,,0,2.54,1.23,0,3.77,,1.19,7.04,1.6,13.62,23.44,316.61,,,149.79,1.22,0,0,151.01,129.7,0,0,0.29,281,,0,14.36,0.25,7.02,0,13.98,35.61,316.61,,,0.93,,0,0,0,0,,0,,--,,--,--,,--,,--,129.7,,--,--
SRF,SRF Ltd.,,,58.5,58.5,"3,860.14","3,860.14","3,918.64",,"1,694.92",302.23,2.08,26.89,"2,026.12",,"1,042.83","1,092.15",587.42,5.14,"2,727.54","8,672.30",,,"4,735.70",110.27,692.07,0,"5,538.04",83.71,0,34.05,214.92,"5,870.72",,100.49,"1,099.11",856.15,172.13,7.33,566.37,"2,801.58","8,672.30",,,277.41,,0,0,0,0,,"2,224.79",,--,,--,"2,250.11",,1.94,,--,83.71,,--,100.49
SRHHYPOLTD,Sree Rayalaseema Hi Strength Hyp Ltd.,,,17.16,17.16,308.15,308.15,325.32,,5.94,17.18,2.39,0.93,26.44,,39.59,41.82,35.73,0.91,118.06,469.82,,,194.38,0,0,0,194.38,65.1,0,0,15.84,275.32,,0,37.05,87.9,15.19,1.32,53.05,194.5,469.82,,,54.52,,111.06,0,0,0,,29.01,,--,,212.89,--,,--,,65.1,0,,--,--
SSWL,Steel Strips Wheels Ltd.,,,15.59,15.59,644.31,644.31,659.9,,458.11,125.7,62.3,13.26,659.38,,392.88,257.32,159.76,2.34,812.31,"2,153.38",,,"1,327.54",1.65,52.8,0,"1,381.99",0.19,0,10.02,8.49,"1,400.70",,0,338.09,193.97,121,2.81,96.8,752.67,"2,153.38",,,78.95,,0,0,0,0,,129.45,,--,,239.18,--,,--,,--,0.19,,--,--
STAR,Strides Pharma Science Ltd.,,,89.55,89.55,"3,159.68","3,159.68","3,256.80",,0.15,0,3.98,12.88,17.01,,808.8,509.4,49.49,21.31,"1,388.99","4,662.80",,,444.59,52.14,72.56,76.88,696.07,"1,994.59",80.12,91.61,136.82,"2,999.21",,154.29,473.34,582.56,180.81,27.6,244.99,"1,663.59","4,662.80",,,"5,766.31",,0,0,0,0,,39.5,,--,,--,"1,462.98",,1.25,,--,--,,154.29,--
STARPAPER,Star Paper Mills Ltd.,,,15.61,15.61,439.68,439.68,455.28,,0,67.6,9.33,8.73,85.66,,1.41,39.42,8.6,1.27,50.7,591.65,,,410.47,0,3.77,0,414.24,18.02,0,0,8.19,440.45,,63.18,49.09,7.27,23.73,0,7.93,151.2,591.65,,,40.07,,0,0,0,0,,3.08,,--,,8.14,--,,0.9,,--,--,,63.18,--
STCINDIA,State Trading Corporation of India Ltd.,,,60,60,-893.24,-8.64,51.36,,0,0,"1,037.31",109,"1,146.31",,896.23,184.82,500.62,23.74,"1,605.41","2,803.08",,,593.6,0.02,0.37,307.44,901.43,0.01,86.49,6.78,994.57,"1,989.28",,0,0.16,120.67,126.89,2.35,563.73,813.8,"2,803.08",,,"3,898.79",,0,0,0,0,,0,,--,,--,--,,58,,--,0.01,,--,--
STEL,STEL Holdings Ltd.,,,18.46,18.46,642.64,642.64,661.1,,0,0,0,0,0,,0,0,0.04,0,0.05,661.14,,,0.92,0,0,0,0.92,635.57,0,0,0.03,636.53,,0,0,0,13.77,6.27,4.57,24.62,661.14,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,69.73,,--,--
STERTOOLS,Sterling Tools Ltd.,,,7.2,7.2,277,277,284.21,,53.95,16.39,17.69,1.37,89.39,,32.3,32.75,21.81,1.25,88.11,461.71,,,181.53,0.18,46.81,0,228.52,22.88,0,3.12,12.09,266.61,,49.46,82.49,42.19,3.88,0.34,16.74,195.1,461.71,,,208.61,,0,0,0,0,,1.25,,--,,--,34.65,,5.7,,--,22.88,,49.46,--
STLTECH,Sterlite Technologies Ltd.,,,80.51,80.51,"1,478.05","1,478.05","1,588.21",,581.71,72.13,47.23,0.72,701.79,,797.48,"1,809.99","1,018.46",9.96,"3,635.89","5,925.89",,,"1,750.31",58.29,413.87,0,"2,222.47",164.46,0,115.63,64.75,"2,567.31",,100,381.01,"1,178.77",147.36,0,"1,551.44","3,358.58","5,925.89",,,"2,467.82",,0,0,0,0,,"1,582.72",,--,,--,"1,510.10",,39.37,,--,164.46,,100,--
STYRENIX,Styrenix Performance Materials Ltd.,,,17.59,17.59,605.67,605.67,623.26,,89,13.66,5.42,8.24,116.32,,163.46,186.82,31.89,0,382.17,"1,121.75",,,200.28,0,96,0,296.27,0.31,0,6.47,152.97,456.02,,0,315.49,235.69,45.71,0.26,68.58,665.72,"1,121.75",,,178.2,,0,0,0,0,,"1,697.97",,--,,--,8.66,,3.67,,0.31,--,,--,--
SUBROS,Subros Ltd.,,,13.05,13.05,667.08,667.08,680.13,,57.44,1.25,0,6.36,65.06,,130.31,389.87,107.51,7.73,635.42,"1,380.61",,,532.16,157.86,63.26,0,776.04,2.29,0,9.62,35.79,823.73,,0,249.21,167.32,89.91,1.08,49.35,556.87,"1,380.61",,,103.86,,0,407,407,0.72,,35.47,,--,,0.09,--,,6,,--,2.29,,--,--
SUDARSCHEM,Sudarshan Chemical Industries Ltd.,,,13.85,13.85,584.74,584.74,598.58,,113.14,54.13,1.51,14.22,182.99,,133.97,236.57,108.55,2.82,481.91,"1,263.49",,,453.56,10.74,18.19,0,488.25,23.95,0,0.65,30.14,542.99,,18.17,247.6,348.68,5.3,3,97.75,720.5,"1,263.49",,,16.3,,0,0,0,0,,357.85,,--,,658.03,--,,10,,--,23.95,,--,18.17
SUNDARAM,Sundaram Multi Pap Ltd.,,,27.16,27.16,74.04,74.04,101.2,,0.09,0,0,0.38,0.47,,33.89,8.05,11.06,0.06,53.06,154.73,,,51.6,1.67,0,0,53.27,20.4,0,0,0.18,73.85,,0,36.57,16.15,0.06,0.03,28.07,80.88,154.73,,,"55,956.74",,0,0,0,0,,0,,--,,--,--,,14.37,,--,20.4,,--,--
SUNDRMBRAK,Sundaram Brake Linings Ltd.,,,3.93,3.93,78.05,78.05,81.98,,0,9.84,10.84,1.07,21.75,,33.38,33.23,18.03,0.36,85,188.74,,,66.6,0,0.03,0.37,67,0.03,0,0,8.71,75.74,,0,38.58,62.3,3.86,0,8.26,113,188.74,,,24.97,,0,0,0,0,,36.94,,--,,--,120.96,,--,,--,0.03,,--,--
SUNFLAG,Sunflag Iron and Steel Company Ltd.,,,180.22,180.22,760.23,760.23,940.45,,50.4,82.02,23.34,23.28,179.04,,263.8,267.21,112.88,0,643.89,"1,763.38",,,534.82,0,178.97,0,713.79,14.5,0,27.73,32.47,788.49,,0,552.17,286.02,57.94,0,78.76,974.89,"1,763.38",,,430.38,,206.49,0,0,0,,5.41,,--,,47.43,--,,--,,--,14.5,,--,--
SUNTV,Sun TV Network Ltd.,,,197.04,197.04,"5,243.48","5,243.48","5,440.52",,0,105.6,11.3,0,116.9,,0,198.58,296,17.41,511.99,"6,069.41",,,662.46,261.85,13.31,11.26,948.88,970.98,0,0,310.09,"2,229.95",,"2,079.51",0.24,"1,078.99",470.9,0,209.82,"3,839.46","6,069.41",,,"1,057.01",,0,0,0,0,,74.18,,--,,--,216.95,,158.92,,--,232.02,,14.99,"2,064.52"
SUPERHOUSE,Superhouse Ltd.,,,11.42,11.42,276.94,276.94,288.36,,27.73,18.3,2.49,0,48.53,,136.97,110.77,36.19,1.54,285.48,622.37,,,190.92,0.15,2.75,0,193.82,43.3,0,4.7,6.63,248.45,,0,152.22,127.81,37.86,0,56.04,373.92,622.37,,,35.36,,0,0,0,0,,79.04,,--,,453.98,--,,--,,0,43.3,,--,--
SUPERSPIN,Super Spinning Mills Ltd.,,,5.5,5.5,120.06,120.06,125.56,,1.8,0,1.71,6.55,10.06,,42.33,66.51,54.82,1.57,165.23,300.85,,,170.7,0,0.13,0.52,171.35,13.27,0,0,5.62,190.24,,0,24.85,10.73,0.15,0,74.88,110.61,300.85,,,15.94,,3.72,0,0,0,,0.3,,--,,30.11,--,,2.75,,--,13.27,,--,--
SUPRAJIT,Suprajit Engineering Ltd.,,,13.99,13.99,687.04,687.04,701.03,,24.54,21.65,2.9,5.46,54.56,,126.86,109.91,55.54,4.56,296.88,"1,052.46",,,227.06,3.12,10.36,0,241.08,252.46,0,3.88,24.46,521.88,,156.47,133.93,202.85,19.91,0.99,16.44,530.59,"1,052.46",,,230.14,,0,0,0,0,,140.45,,--,,--,133.15,,9,,--,272.41,,133.65,--
SUPREMEIND,Supreme Industries Ltd.,,,25.41,25.41,"1,967.24","1,967.24","1,992.65",,1.12,120.36,1.87,16.17,139.52,,160.94,558.65,209.62,7.84,937.05,"3,069.22",,,"1,501.38",19.59,90.04,0,"1,611.01",63.8,0,1.14,57.02,"1,732.97",,0,750.44,387.41,35.84,1.83,160.73,"1,336.25","3,069.22",,,190.68,,0,0,0,0,,"2,181.89",,--,,--,153.24,,18.89,,--,5.17,,--,--
SURANASOL,Surana Solar Ltd.,,,24.6,24.6,28.89,28.89,53.49,,19.7,0.85,0.1,0,20.66,,2.84,0.56,1.58,0.01,4.99,79.15,,,27.06,0,11.44,0,38.5,0,0,0.06,0.31,38.86,,0,28.01,1.15,2.7,0.02,8.4,40.28,79.15,,,0.72,,15,0,0,0,,0.23,,--,,0.96,--,,--,,--,--,,--,--
SURYAROSNI,Surya Roshni Ltd.,,,54.41,54.41,"1,097.52","1,097.52","1,151.93",,334.85,79.94,10.48,50.68,475.95,,796.67,350.01,201.83,52.37,"1,400.88","3,028.76",,,"1,088.58",0,24.57,0,"1,113.15",0.05,0,0,53.31,"1,166.51",,0,843.53,837.68,2.06,0,178.98,"1,862.25","3,028.76",,,495.42,,0,0,0,0,,463.37,,--,,--,764.29,,11.18,,--,--,,--,--
SUTLEJTEX,Sutlej Textiles and Industries Ltd.,,,16.38,16.38,930.45,930.45,946.83,,436.92,28.98,19.51,10.26,495.67,,380.85,113.97,176.69,16.55,688.06,"2,130.56",,,"1,053.03",0.95,20.05,0,"1,074.03",57.06,0,12.06,7.08,"1,150.23",,0,555.21,298.41,2.9,0.21,123.6,980.33,"2,130.56",,,135.77,,0,0,0,0,,35.07,,--,,--,845.28,,5.46,,--,57.06,,--,--
SUVEN,Suven Life Sciences Ltd.,,,12.73,12.73,388.99,388.99,401.72,,1.78,20.49,0.76,1.49,24.51,,0,7.09,5.54,0.63,13.26,439.49,,,22.35,0,0.02,0,22.37,136.36,0,0,0,158.73,,222.93,0,2.64,0.47,47.5,7.21,280.76,439.49,,,47.57,,0,0,0,0,,0,,--,,--,--,,5.76,,--,136.36,,--,222.93
SUZLON,Suzlon Energy Ltd.,,,"1,063.95","1,063.95","-8,115.43","-8,115.43","-7,051.48",,"1,842.53",0,18.19,"4,034.06","5,894.78",,"3,257.98","1,793.34","3,966.13",633.52,"9,650.97","8,522.77",,,736.91,630.01,129.74,37.36,"1,544.43","2,008.58",0,659.92,436.36,"4,649.29",,0,"1,180.34","1,090.61",16.2,732.86,853.47,"3,873.48","8,522.77",,,643.47,,0,0,0,0,,765.49,,--,,--,77.66,,251.86,,--,"2,008.58",,--,--
SWANENERGY,Swan Energy Ltd.,,,24.43,24.43,936.76,936.76,961.18,,0.09,5.53,0.35,1.3,7.27,,79.66,38.83,94.54,29.8,242.83,"1,211.28",,,48.55,0,1.41,23.65,73.62,368.58,0,0,33.89,476.09,,44.73,107.49,42.18,11.45,513.52,15.83,735.19,"1,211.28",,,"1,904.73",,0,0,0,0.06,,0.07,,--,,1.75,--,,1.32,,--,368.58,,--,44.73
SWARAJENG,Swaraj Engines Ltd.,,,12.13,12.13,225.85,225.85,237.98,,0,7.16,0,3.98,11.14,,0,104.15,8.84,4.17,117.16,366.28,,,108.37,1.39,2.01,0.24,112,0,0,0,7.77,119.77,,83.83,47.44,18.74,18.64,0,77.86,246.51,366.28,,,21.03,,0,0,0,0,,18.55,,--,,--,--,,10.35,,--,--,,--,--
SYMPHONY,Symphony Ltd.,,,13.99,13.99,654.84,654.84,668.83,,0,5.69,0,0,5.69,,0,44.02,45.09,5.17,94.28,768.8,,,62.68,3.71,1.23,0,67.62,274.44,0,0,2.2,344.26,,270.92,37.76,42.45,40.3,0,33.11,424.54,768.8,,,255.84,,0,0,0,0,,34.3,,--,,--,53.53,,7,,191.23,104.71,,57.94,212.98
SYNGENE,Syngene International Ltd.,,,200,200,"1,767.20","1,767.20","1,967.20",,346.6,0,222.5,37.4,606.5,,190.7,223.5,693.4,21,"1,128.60","3,702.30",,,"1,322.70",14.1,273.7,40,"1,650.50",0.3,91.5,0,197.4,"1,939.70",,716,43.4,338.7,435.4,0,229.1,"1,762.60","3,702.30",,,768.9,,0,0,0,0,,618.8,,--,,--,"1,641.30",,192.81,,--,0.3,,--,660
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd.,,,9.36,9.36,67.61,67.61,76.98,,0,0,0,0.49,0.49,,0,1.54,0.32,0.09,1.95,79.42,,,3.11,0,0,0,3.11,53.55,0,9.4,1.03,67.09,,0,5.77,0.65,3.48,0,2.42,12.32,79.42,,,6.05,,0,0,0,0,,1.54,,--,,--,--,,--,,24.54,29.01,,--,--
TAJGVK,Taj GVK Hotels & Resorts Ltd.,,,12.54,12.54,388.01,388.01,400.55,,160.11,60.66,4.9,0,225.68,,0,43.2,50,0,93.2,719.43,,,414.08,1.61,92.32,0,508.01,110.27,0,0,58.54,676.81,,0,7.51,18.66,1.86,0,14.59,42.62,719.43,,,35.69,,0,0,0,0,,3.82,,--,,--,47.86,,--,,--,110.27,,--,--
TAKE,Take Solutions Ltd.,,,14.79,14.79,747.66,747.66,762.45,,0,0,0.66,0.77,1.43,,0,0.41,9.91,0.06,10.38,774.26,,,3.05,0.02,0,0,3.07,511.72,1.58,6.58,8.08,531.03,,0,0.03,6.43,24.93,114.95,96.89,243.24,774.26,,,34.79,,0,0,0,0,,131.99,,--,,--,8.73,,1.78,,--,511.72,,--,--
TALBROAUTO,Talbros Automotive Components Ltd.,,,12.35,12.35,171.85,171.85,184.2,,25.23,2.71,1.11,3.59,32.65,,112.34,117.26,35.13,1.49,266.22,483.07,,,139.72,1.12,6.44,3.09,150.55,46.17,0,1.22,4.75,202.69,,0,110.52,135.28,9.24,5.67,19.66,280.38,483.07,,,14.14,,0,0,0,0,,103.7,,--,,103.48,--,,4.74,,--,46.17,,--,--
TARAPUR,Tarapur Transformers Ltd.,,,19.5,19.5,19.75,19.75,39.25,,0,0,0,0,0,,0,3.7,37.09,0,40.79,80.03,,,20.82,0,0,0,20.82,0,0,0,1.13,21.96,,4.24,0,23.49,2.07,0,28.28,58.08,80.03,,,7.86,,1.89,0,0,0,,0.01,,--,,--,--,,--,,--,--,,0.11,4.13
TARMAT,Tarmat Ltd.,,,10.96,10.96,28.75,28.83,39.79,,97.3,0,0,0.95,98.26,,0,18.36,12.07,0,30.44,168.49,,,10.95,0.15,0,0,11.1,26.86,0.46,20.74,5.28,64.45,,0,30.69,19.38,9.06,44.91,0,104.04,168.49,,,0.33,,0,0,0,0,,0,,--,,--,--,,5.6,,--,26.86,,--,--
TATACHEM,Tata Chemicals Ltd.,,,254.82,254.82,"12,110.15","12,110.15","12,364.97",,13.46,189.79,10.74,103.11,317.1,,0.99,568.61,"1,111.94",203.08,"1,884.62","14,566.69",,,"1,518.14",54.77,527.16,21.72,"2,121.95","7,219.61",0,1.13,688.91,"10,031.60",,"2,146.26",627.68,184.84,"1,106.21",0.4,469.7,"4,535.09","14,566.69",,,"1,348.03",,0,0,0,0,,976.46,,--,,--,82.1,,105.4,,"3,574.27","4,760.80",,--,"2,146.26"
TATACOFFEE,Tata Coffee Ltd.,,,18.68,18.68,951.99,951.99,970.67,,0,25.84,2.32,33.64,61.81,,87.9,40.32,76.69,9.11,214.02,"1,246.50",,,377.96,2.04,44.41,50.96,475.36,220.71,0,0.32,44.51,740.9,,85.41,252.4,97.86,4.7,17.35,47.87,505.6,"1,246.50",,,522.3,,0,0,0,0,,155.45,,--,,--,434.28,,8.83,,--,211.29,,--,85.41
TATACOMM,Tata Communications Ltd.,,,285,285,"7,913.88","7,913.88","8,198.88",,0,0,484.97,206.1,691.07,,301.14,"1,802.08","1,573.86",46.93,"3,724.01","12,613.96",,,"3,834.25",454.18,190.78,308.82,"4,807.56","3,423.59",235.63,0,"1,776.36","10,243.14",,449.44,63.1,"1,296.68",149.73,0,411.87,"2,370.82","12,613.96",,,"7,207.50",,0,0,0,0,,991.27,,--,,--,546.55,,210,,--,"3,423.59",,--,449.44
TATACONSUM,TATA Consumer Products Ltd.,,,63.11,63.11,"4,358.71","4,380.57","4,443.68",,0,0,0,115.25,115.25,,4.53,239.42,180.92,20.65,445.52,"5,004.45",,,223.84,18.06,10.52,0.65,259.8,"2,318.59",33.86,16.77,167.28,"2,796.30",,497.74,846.91,181.92,472.95,8.13,200.5,"2,208.15","5,004.45",,,49.08,,0,0,0,0,,104.69,,--,,--,324.84,,33.18,,"1,022.67","2,103.33",,--,497.74
TATAELXSI,Tata Elxsi Ltd.,,,62.28,62.28,880.48,880.48,942.75,,0,1.36,0,12.42,13.78,,0,55.5,123.01,8.35,186.86,"1,143.39",,,87.25,13.94,0.45,0,101.63,0,5.97,0,27.78,135.38,,0,1.66,356.54,515.81,0.76,133.23,"1,008.01","1,143.39",,,11.29,,40.12,0,0,0,,475.88,,--,,--,"1,407.96",,31.14,,--,--,,--,--
TATAMETALI,Tata Metaliks Ltd.,,,28.09,28.09,682.94,682.94,767.08,,37.81,0,0,14.9,52.71,,0.72,481.08,75.51,5.39,562.7,"1,382.49",,,629.5,0.08,31.48,0,661.06,0.02,19.77,0,20.2,701.04,,0,315.04,277.81,28.82,0,59.79,681.45,"1,382.49",,,147.2,,0,207.22,207.22,0,,5.99,,--,,--,33.92,,--,,--,0.02,,--,--
TATAMOTORS,Tata Motors Ltd.,,,679.22,679.22,"21,483.30","21,483.30","22,162.52",,"13,914.74",205.86,404.11,"1,281.59","15,806.30",,"3,617.72","10,408.83","7,765.57","1,148.69","22,940.81","60,909.63",,,"18,316.61","3,970.22","2,146.96",0,"28,573.42","15,434.19",0,143.13,"3,529.59","47,680.33",,"1,433.18","4,662.00","3,250.64","1,306.61",200.08,"2,376.79","13,229.30","60,909.63",,,"7,246.04",,0,0,0,0,,0,,--,,--,--,,111.29,,270.17,393.21,,0.91,"1,174.46"
TATASTEEL,Tata Steel Ltd.,,,"1,146.12","1,146.12","69,308.59","69,308.59","70,454.71",,"26,651.19","7,807.00","2,798.63","1,918.18","39,175.00",,8.09,"10,969.56","13,837.77",778.23,"25,593.65","137,498.36",,,"70,416.82",805.2,"5,686.02",0,"77,018.31","38,929.25",0,231.16,"4,284.06","120,462.78",,477.47,"11,255.34","1,363.04",718.11,55.92,"3,165.70","17,035.58","137,498.36",,,"34,622.43",,0,"14,519.26","14,519.26",0,,450.04,,--,,--,"6,497.94",,252.97,,448.61,"34,042.88",,--,477.47
TCIEXP,TCI Express Ltd.,,,7.66,7.66,259.53,259.53,267.19,,0,5.5,2.3,0,7.8,,6.38,72.35,21.13,4.12,103.98,378.97,,,171.57,1.5,1.37,0,174.44,1.25,0,0,10.22,185.91,,0,0,163.14,17.1,8.51,4.31,193.06,378.97,,,9.63,,0,0,0,0,,3.78,,--,,--,--,,--,,--,1.25,,--,--
TCNSBRANDS,TCNS Clothing Co Ltd.,,,12.27,12.27,606.3,606.3,618.56,,0,0,6.62,7.8,14.41,,0,115,37.73,0.19,152.92,785.89,,,53.6,5.63,0.28,0,59.51,0,15.97,0,71.75,147.23,,137.75,274.08,180.73,23.09,0,23.02,638.66,785.89,,,0.93,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,116.65
TCPLPACK,TCPL Packaging Ltd.,,,9.1,9.1,231.62,231.62,240.72,,128.02,27.44,12.06,4.66,172.19,,142.92,88.04,72.24,0.12,303.33,716.24,,,415.69,2.05,0.4,0,418.13,0,0,0,6.79,424.92,,0,124.3,148.13,6.12,0.3,12.45,291.32,716.24,,,60.63,,0,0,0,0,,9.2,,--,,119.87,--,,--,,--,--,,--,--
TCS,Tata Consultancy Services Ltd.,,,375,375,"78,523.00","78,523.00","78,898.00",,0,339,"1,367.00",0,"1,706.00",,0,"7,692.00","11,030.00",174,"18,896.00","99,500.00",,,"9,522.00",139,834,0,"10,495.00","2,189.00","2,097.00",2,"5,685.00","20,468.00",,"28,280.00",10,"24,029.00","8,900.00","7,018.00","10,795.00","79,032.00","99,500.00",,,"4,721.00",,447,0,0,0,,"49,336.00",,--,,--,"119,499.00",,342.58,,--,"2,189.00",,"28,218.00","2,252.00"
TDPOWERSYS,TD Power Systems Ltd.,,,31.01,31.01,425.94,425.94,456.95,,0,7.63,0,5.05,12.69,,61.39,127.35,72.51,2.92,264.18,733.82,,,195.31,1.72,0.76,0,198.52,27.74,0,12.49,15.53,254.28,,0,98.28,220,119.43,0,41.82,479.53,733.82,,,113.21,,0,0,0,0,,46.79,,--,,149,0.5,,17.02,,10.48,17.78,,--,--
TEAMLEASE,TeamLease Services Ltd.,,,17.1,17.1,511.83,511.83,528.93,,0,0,64.76,0,64.76,,0.01,22.83,412.92,0,435.76,"1,029.44",,,6.51,0.54,0,0,10.1,194.09,64.29,91.2,184.74,544.41,,16.01,0,242.14,110.66,0.63,115.59,485.03,"1,029.44",,,78.96,,0,0,0,0,,1.25,,--,,--,1.18,,14.82,,--,194.09,,--,16.01
TECHIN,Techindia Nirman Ltd.,,,14.33,15.08,0.05,0.05,15.13,,0,0,0,0.04,0.04,,51.7,0.01,0,0,51.72,66.88,,,22.58,0,1.93,0,24.51,0.48,0,0,0,24.99,,0,0,0,0.01,0,41.88,41.89,66.88,,,3.27,,0,0,0,0,,0,,--,,--,--,,0.35,,--,0.48,,--,--
TECHM,Tech Mahindra Ltd.,,,491.7,491.7,"20,153.70","20,153.70","20,645.40",,4.3,0,203.2,410,617.5,,0,"2,888.00","4,756.60",199.7,"7,844.30","30,339.60",,,"1,901.90",769.5,271.3,114.1,"3,056.80","6,628.70",218.2,0,"2,519.00","12,422.70",,"6,332.00",0,"5,963.30","1,208.50",6.8,"4,406.30","17,916.90","30,339.60",,,"7,329.90",,0,0,0,0,,"15,021.80",,--,,--,"25,495.80",,345.5,,692.9,"6,095.30",,"1,383.80","4,948.20"
TECHNOE,Techno Electric & Engineering Company Ltd Ltd.,,,22.54,22.54,"1,381.83","1,381.83","1,404.37",,0,122.58,61.83,2.51,186.92,,20.62,336.44,44.08,3.46,404.59,"1,995.88",,,545.04,0.07,0,0,545.11,110.63,0,11.69,16.05,683.49,,450.3,18.92,544.43,48.38,100,150.36,"1,312.40","1,995.88",,,20.44,,0,0,0,0,,8.63,,--,,--,--,,--,,--,110.63,,298.85,151.44
TECILCHEM,Tecil Chemicals and Hyd. Ltd.,,,18.96,18.96,-29.63,-29.63,-10.67,,0.92,0,0,0,0.92,,0,0,16,0,16,6.26,,,3.7,0,0,0,3.7,0,0,0,0,3.7,,0,0,0,0.01,2.54,0.01,2.56,6.26,,,0,,0,0,0,0,,0,,--,,--,--,,0.82,,--,0,,--,--
TEJASNET,Tejas Networks Ltd.,,,94.99,94.99,"1,196.73","1,196.73","1,318.74",,0,0,0,1.75,1.75,,0,163.86,87.83,8.14,259.83,"1,580.32",,,30.68,68.44,0,0,140.5,10.87,138,4.35,80,373.72,,86.55,181.39,607.39,122.56,0.79,207.92,"1,206.60","1,580.32",,,91.56,,0,0,0,0,,286.19,,--,,--,123.69,,50.45,,--,--,,86.55,--
TERASOFT,Tera Software Ltd.,,,12.51,12.51,89.96,89.96,102.47,,1.02,0,0,1.26,2.29,,49.54,47.96,4.22,1.52,103.24,208,,,31.7,0,0,0,31.7,0,2.35,0,5.95,40.01,,0,10.63,135.65,13.07,0,8.65,167.99,208,,,101.22,,0,0,0,0,,14.47,,--,,--,--,,2.5,,--,--,,--,--
TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,,,12.74,12.74,353.18,353.18,365.92,,23.11,0,13.6,0.33,37.03,,0,1.02,5.06,0.08,6.16,409.11,,,66.44,0.3,3.83,65.37,135.94,146.98,15.32,0.76,2,301,,20.87,0.17,1.06,3.48,70.89,11.64,108.11,409.11,,,55.25,,0,0,0,0,,0,,--,,--,--,,--,,482.74,40.98,,--,20.87
TEXMOPIPES,Texmo Pipes and Products Ltd.,,,26.32,26.32,125,125,151.32,,10.45,16.53,3.51,0,30.49,,38.53,59.2,13.08,1.5,112.32,294.12,,,112.97,0.09,0.1,0.38,113.54,11.62,0,5.93,7.42,138.5,,0,63.72,61.56,8.36,0,21.99,155.62,294.12,,,41.33,,7.34,0,0,0,,0,,--,,--,--,,--,,--,11.62,,--,--
TEXRAIL,Texmaco Rail and Engineering Ltd.,,,22.01,22.01,"1,117.77","1,117.77","1,139.77",,50.14,0,206.68,6.49,263.31,,536.02,556.44,197.59,12.42,"1,302.47","2,706.04",,,363.05,1.45,9.79,0,374.3,73.62,42.89,1.41,12.19,504.41,,69.51,450.06,815.46,46.55,51.54,768.51,"2,201.63","2,706.04",,,"1,803.07",,3.76,0,0,3.84,,1.7,,0,,156.46,--,,--,,30.03,43.59,,0.52,69
TFCILTD,Tourism Finance Corp of India Ltd.,,,80.72,80.72,656.2,656.2,736.91,,939.01,0,2.52,1.57,943.09,,384.6,1.39,24.68,0,410.67,"2,090.68",,,14.35,0,0,0,14.35,0,7.23,0,20.71,42.29,,318.07,0,0.09,51.78,"1,646.70",31.74,"2,048.39","2,090.68",,,1.39,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,318.07
