Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
EPL,EPL Ltd.,,,63.06,63.06,612.94,612.94,676.79,,149.86,11.67,3.87,18.97,184.37,,23.41,48.97,66.78,5.31,144.47,"1,005.63",,,409.3,1.25,19.92,0,441.14,218.32,0,9.45,23.76,692.67,,0,82.91,148.45,4.19,22.38,55.03,312.96,"1,005.63",,,562.74,,0,0,0,0,,305.69,,--,,--,149.24,,44.47,,--,218.32,,--,--
EROSMEDIA,Eros International Media Ltd.,,,95.51,95.51,"1,442.94","1,442.94","1,538.45",,86.98,187.58,105.61,0,380.17,,467.96,194.29,475.49,0,"1,137.74","3,056.36",,,34.93,"2,114.29",0.06,0,"2,186.40",48.19,0,16.71,54.08,"2,305.38",,0,3.01,665.95,2.68,14.81,64.53,750.98,"3,056.36",,,"2,024.45",,0,0,0,0,,5.2,,--,,165.26,--,,66.31,,--,75.73,,--,--
ESABINDIA,Esab India Ltd.,,,15.39,15.39,251.2,251.2,266.59,,0,0,0,3.62,3.62,,0,84.43,14.83,9.29,108.55,378.76,,,81.18,1.94,3.14,0,86.26,0,1.41,0,8.39,96.06,,30.26,68.15,63.62,56.15,38.5,26.02,282.7,378.76,,,32.8,,66.03,0,0,12.89,,0,,--,,--,54.52,,--,,--,--,,--,--
ESSARSHPNG,Essar Shipping Ltd.,,,206.98,206.98,-8.87,-8.87,198.72,,"2,261.63",0,0,0,"2,261.63",,0,133.46,"1,902.79",0,"2,036.25","4,496.60",,,842.38,0,0,0,842.38,"3,017.37",0,0,26.95,"3,886.70",,0.01,11.58,39.92,7.25,19.57,531.57,609.9,"4,496.60",,,"1,810.50",,0,0,0,0,,482.4,,--,,--,184.52,,--,,--,"3,017.37",,--,--
ESSENTIA,Integra Essentia Ltd.,,,10.9,10.92,-27.09,-27.09,-16.17,,28.45,0,0,0,28.45,,6.1,0.02,1.27,0,7.39,19.67,,,0,19.5,0,0,19.5,0,0,0,0,19.5,,0,0.01,0.1,0.06,0,0,0.17,19.67,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ESTER,Ester Industries Ltd.,,,41.7,41.7,271.95,271.95,313.65,,61.05,23.02,28.78,8.48,121.33,,167.31,23.2,37.95,1.17,229.65,665.39,,,385.25,1.36,3.26,0,389.87,0,0,7.18,3.64,400.7,,0.17,125.15,122.8,6.04,0.64,9.89,264.7,665.39,,,28.53,,0,0,0,0,,171.14,,--,,235.48,--,,--,,--,--,,0.17,--
EVEREADY,Eveready Industries India Ltd.,,,36.34,36.34,340.35,340.35,376.69,,209.95,4.86,3.95,5.8,224.56,,84.52,256.02,220.35,17.62,578.51,"1,179.76",,,332.12,10.45,4.74,0.06,347.36,10.16,0,1.13,102.74,461.39,,0,252.8,105.3,5.2,231.31,123.76,718.36,"1,179.76",,,519.41,,0,0,0,0,,1.88,,--,,--,0.11,,24.22,,0,10.16,,--,--
EVERESTIND,Everest Industries Ltd.,,,15.64,15.64,437.07,437.07,452.71,,46.7,29.05,0,0,75.74,,36.37,181.29,121.94,30.69,370.29,898.74,,,335.49,1.26,25.98,0,362.73,0.42,0,0,40.43,403.57,,0,328.92,98.25,18.28,0,49.72,495.17,898.74,,,97.2,,0,0,0,0,,212.1,,--,,27.38,--,,13.35,,--,0.42,,--,--
EXCEL,Excel Realty N Infra Ltd.,,,94.05,94.05,77.09,77.09,171.14,,0,0,0.46,0,0.46,,0.15,1.94,0.18,0.2,2.47,174.07,,,2.08,0,0,0,2.08,100.7,-0.39,0,8.14,110.54,,0,0,4.44,1.34,57.75,0,63.53,174.07,,,388.66,,0,0,0,0,,0.01,,--,,0.42,--,,10.24,,--,100.7,,--,--
EXCELINDUS,Excel Industries Ltd.,,,6.29,6.29,584.21,584.21,590.5,,0.06,59.95,11.34,0,71.35,,6.15,98,12.86,0,117.02,778.87,,,232.99,0.32,11.51,1.45,246.27,192.1,0,3.37,17.01,458.75,,68.94,66.02,153.87,3.66,0.86,26.78,320.12,778.87,,,20.22,,0,0,0,0,,158.14,,--,,202.48,--,,4.78,,--,147.54,,--,68.94
EXPLEOSOL,Expleo Solutions Ltd.,,,10.71,10.71,96.04,96.04,106.88,,0,0,0,0.76,0.76,,0,18.4,32.55,0.26,51.21,158.86,,,18.64,0.2,0,0,18.83,4.02,2.54,0.88,3.78,30.05,,0,0,30.02,83.97,2.63,12.18,128.81,158.86,,,89.49,,0,0,0,0,,63.43,,--,,--,294.31,,7.76,,--,--,,--,--
FACT,Fertilisers and Chemicals Travancore Ltd.,,,647.07,647.07,"-2,104.78","-2,104.78","-1,457.71",,"1,790.89",0,7.56,173.27,"1,971.71",,477.93,418.9,898.67,17.8,"1,813.30","2,327.30",,,294.54,1.42,17.33,0.1,313.38,69.06,0,9.64,2.18,394.26,,0,652.01,409.01,74.67,0.52,796.83,"1,933.04","2,327.30",,,477.25,,"1,248.13",0,0,0,,1.84,,--,,--,--,,--,,--,69.06,,--,--
FCL,Fineotex Chemical Ltd.,,,22.26,22.26,116.17,116.17,138.43,,0.1,0.18,0.45,0.05,0.78,,1.98,14.97,3.08,0.12,20.14,159.35,,,24.69,0,0,3.79,28.47,52.6,0,0,8.02,89.09,,4.94,13.81,34.51,2.41,0,14.59,70.26,159.35,,,0.11,,0,0,0,0,,13.78,,--,,24.58,--,,14.43,,43.22,9.38,,--,4.94
FCSSOFT,FCS Software Solutions Ltd.,,,170.96,170.96,128.64,128.64,299.59,,24.13,0,5.26,0,29.38,,2.86,1.5,3.68,0.04,8.09,337.06,,,195.58,0.17,0.64,0,196.39,104.33,1.12,22.65,3.36,327.84,,0,0,4.09,1.67,1.36,2.1,9.22,337.06,,,0,,0,0,0,0,,0.19,,--,,--,20.89,,32.98,,--,104.33,,--,--
FDC,FDC Ltd.,,,17.52,17.52,"1,415.52","1,415.52","1,433.04",,0.49,13.33,1.39,0.39,15.59,,0,77.2,74.89,24.75,176.84,"1,625.47",,,672.03,6.44,12.38,0,690.85,179.33,0,5.8,20.41,896.39,,405.93,172.73,83.52,15.7,0.73,50.47,729.08,"1,625.47",,,30.89,,0,0,0,0,,0,,--,,--,--,,11.88,,77.89,101.44,,--,405.93
FEDDERELEC,Fedders Electric and Engineering Ltd.,,,33.97,33.97,-619,-612.08,-578.11,,0,16.76,0,3.79,20.55,,738.7,247.21,264.22,5.15,"1,255.28",697.72,,,183.9,0.15,0,0,184.05,0.98,0,0,0,185.03,,0,27.25,132.59,24.36,150.88,177.61,512.69,697.72,,,134.6,,0.75,0,0,0,,0.58,,--,,--,0.94,,0.47,,--,0.54,,--,--
FEDERALBNK,Federal Bank Ltd.,,,397.01,397.01,5.01,"12,871.02","12,876.03","13,273.04","134,954.34","7,781.32","3,331.29","159,339.99",,"6,419.17","3,647.63","31,824.47","110,222.95",472.04,"6,753.73","159,339.99",,"1,251.00","12,227.00",14.14,,13.38,0.76,,"3,260.68",3,"1,626.20",1.48,1,,"3,542.81","29,344.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIEMIND,FIEM Industries Ltd.,,,13.16,13.16,463.49,463.49,476.65,,92.96,51.92,0,6.74,151.62,,38.47,188.78,104.31,1.9,333.45,961.72,,,563.16,0.96,7.91,0,575.61,27.74,0,8.9,16.07,628.33,,0,147.24,146.38,1.45,0.5,37.82,333.39,961.72,,,103.27,,112.07,0,0,9.17,,6.59,,--,,22.58,2.19,,1,,--,27.74,,--,--
FILATEX,Filatex India Ltd.,,,43.5,43.5,427.45,427.45,470.95,,476.76,58.82,33.01,5.99,574.58,,70.18,178.99,116.74,2.84,368.74,"1,415.40",,,927.88,0.05,71.47,0,"1,000.01",0.06,0,0.44,17.33,"1,017.83",,0,172.69,98.7,44.21,0.98,81,397.57,"1,415.40",,,197.7,,0,0,0,0,,509.32,,--,,394.44,--,,--,,--,0.06,,--,--
FINCABLES,Finolex Cables Ltd.,,,30.59,30.59,"2,409.08","2,409.08","2,439.67",,0.38,58.34,0,9.42,68.14,,0,208.27,47.1,5.82,261.19,"2,769.00",,,403.5,0.71,10.36,0,414.57,613.95,0,3.82,44.64,"1,076.98",,767.92,587.2,210.88,48.8,0,77.22,"1,692.02","2,769.00",,,252.01,,0,0,0,0,,344.19,,--,,--,30.44,,29.21,,"2,093.00",484.99,,--,767.92
FINEORG,Fine Organics Industries Ltd.,,,15.33,15.33,493.12,493.12,508.45,,92.82,0.41,3.91,0,97.14,,20.19,52.32,26.72,4.47,103.7,709.28,,,77.82,0.35,106.29,0,184.45,16.69,0,6.45,72.55,280.14,,0,79,166.98,103.07,0,80.08,429.14,709.28,,,45.09,,0,0,0,0,,217.78,,--,,--,573.65,,10.22,,--,16.69,,--,--
FLEXITUFF,Flexituff Ventures International  Ltd.,,,24.88,24.88,343.56,343.56,368.45,,285.86,3.62,0,5.37,294.84,,264.99,250.24,229.52,0.2,744.95,"1,408.24",,,549.09,57.74,0,0,606.82,1.3,0,0,29.94,638.06,,0,149.55,386.29,19.65,38.36,176.32,770.18,"1,408.24",,,116.84,,0,0,0,0,,48.27,,--,,--,681.02,,--,,--,--,,--,--
FSL,Firstsource Solutions Ltd.,,,691.07,691.07,"1,576.00","1,576.00","2,279.30",,3.49,0,6.76,0,10.24,,0,28.93,53.29,0,82.21,"2,371.76",,,45.46,26.12,0.07,0,71.65,"1,197.09",229.28,0,158.5,"1,656.52",,118.75,0,432.89,13.13,0,150.48,715.24,"2,371.76",,,978.61,,0,0,0,0,,18.65,,--,,--,648.34,,--,,--,"1,197.09",,--,118.75
GABRIEL,Gabriel India Ltd.,,,14.36,14.36,575.64,575.64,590,,6.98,19.09,4.94,12.52,43.53,,0,261.04,58.26,16.33,335.62,969.15,,,295.48,2.95,53.79,2.23,354.45,0.04,0,1.36,41.06,396.91,,46.85,165.3,284.3,48.57,0.42,26.82,572.25,969.15,,,80.83,,0,0,0,0,,287.6,,--,,76.64,--,,8.42,,--,0.04,,--,46.85
GAIL,GAIL India Ltd.,,,"2,255.07","2,255.07","41,837.87","41,837.87","44,092.94",,870.58,"5,947.71","3,438.38",694.55,"10,951.22",,0,"3,961.18","4,642.48",730.79,"9,334.45","64,378.61",,,"29,682.92","1,403.17","9,202.46",0,"40,288.55","9,528.17",0,667.76,"3,586.52","54,071.00",,0,"2,321.91","4,060.19","1,214.69",828.39,"1,882.43","10,307.61","64,378.61",,,"35,372.15",,0,0,0,0,,"29,868.59",,--,,--,"14,805.41",,"1,409.42",,"21,380.00","5,256.90",,--,--
GALAXYSURF,Galaxy Surfactants Ltd.,,,35.45,35.45,747.06,747.06,782.51,,89.23,41.29,0.73,9.99,141.24,,28.45,274.3,76.51,3.65,382.91,"1,306.66",,,354.16,4.98,40.18,0,399.32,256.46,0,5.26,54.77,715.81,,0,209.65,306.48,4.58,3.46,66.68,590.85,"1,306.66",,,52.2,,0,0,0,0,,860.45,,--,,--,986.65,,17.72,,--,256.46,,--,--
GALLANTT,Gallantt Ispat Ltd.,,,81.32,81.32,400.15,400.15,481.47,,0,0,0,0.58,0.58,,51.26,18.46,11.4,0.57,81.69,563.75,,,207.9,0,127.48,0,335.38,42.66,-0.42,0,22.45,400.08,,0,110.73,37.57,2.5,2.11,10.76,163.67,563.75,,,59.99,,265,0.17,0.17,0,,3.87,,--,,--,--,,--,,218.29,--,,--,--
GANDHITUBE,Gandhi Special Tubes Ltd.,,,6.91,6.91,194.14,194.14,201.05,,0,8.57,0,3.09,11.66,,0,1.73,6.03,0.4,8.16,220.87,,,51.26,0.03,0,0,51.28,72.53,0,0,0.05,123.86,,47.37,26.94,15.38,3.52,0.8,3.01,97.01,220.87,,,3.3,,0,0,0,0,,17.92,,--,,--,3.61,,--,,18.57,55.55,,--,47.37
GANECOS,Ganesha Ecosphere Ltd.,,,21.83,21.83,397.12,397.12,418.95,,59.89,16.88,4.62,5.91,87.3,,35.86,27.59,40.9,1.15,105.51,611.76,,,310.36,0,2.03,0,312.39,0,0,0.03,11.06,323.49,,28.03,129.74,88.45,23.39,0.02,18.65,288.28,611.76,,,6.78,,0,0,0,0,,161.21,,--,,68.4,--,,--,,--,--,,--,28.03
GANESHHOUC,Ganesh Housing Corporation Ltd.,,,49.23,49.23,718.11,718.11,767.34,,253.58,0,14.66,0,268.23,,26.22,17.75,119.94,0,163.91,"1,199.48",,,207.61,0.03,0.1,0,207.74,205.43,0.22,1.5,20.79,435.68,,0,6.64,124.45,24.83,577.64,30.24,763.8,"1,199.48",,,55.84,,0,0,0,0,,0,,--,,--,--,,24.34,,--,205.43,,--,--
GARFIBRES,Garware Technical Fibres Ltd.,,,21.88,21.88,627.6,627.62,649.5,,0,38.81,0.96,4.85,44.62,,107.97,204.29,66.99,3.56,382.82,"1,076.93",,,220.57,6.12,0,0,226.69,331.01,0,5.58,16.98,580.26,,0,168.21,242.9,11.15,5.91,68.51,496.67,"1,076.93",,,9.53,,86.33,0,0,0,,29.07,,--,,588.41,--,,7,,--,327.26,,--,--
GEECEE,GeeCee Ventures Ltd.,,,21.73,21.73,415.68,415.68,437.41,,0,5.74,0.2,0,5.94,,0,13.14,7.37,0.67,21.19,464.53,,,20.53,0,0,0.27,20.79,85.78,0,0,0.61,107.18,,233.03,80.16,7.88,5.85,18.72,11.71,357.35,464.53,,,1.1,,0,0,0,0,,0,,--,,--,--,,12.4,,72.41,13.34,,--,233.03
GEEKAYWIRE,Geekay Wires Ltd.,,,10.45,10.45,22.82,22.82,33.28,,21.03,2.69,0,0,23.72,,39.27,19.38,9.8,1.05,69.51,126.5,,,37.53,0,0.12,0.18,37.84,0,0,2.51,0,40.34,,0,18.29,53.24,8.32,5.9,0.41,86.16,126.5,,,23,,5.61,0,0,0,,6.28,,--,,96.7,--,,--,,--,--,,--,--
GENESYS,Genesys International Corporation Ltd.,,,15.56,15.56,280.17,280.17,295.72,,1.1,0,0,5.24,6.35,,18.74,12.75,24.16,3.05,58.7,360.77,,,23.9,0.76,0,0,24.67,156.1,23.78,0,4.1,208.65,,0,0,65.97,4.21,12.14,69.79,152.11,360.77,,,6.79,,0,0,0,0.29,,3.89,,--,,--,75.24,,--,,--,156.13,,--,--
GENUSPOWER,Genus Power Infrastructures Ltd.,,,25.74,25.74,784.76,784.76,810.5,,25.06,0,12.81,22.46,60.32,,242.34,235.24,42.45,11.76,531.79,"1,402.61",,,176.9,1.11,1.61,0,179.62,84.32,37.25,30.28,31.83,363.3,,184,206.74,573.08,39.07,4.25,32.18,"1,039.31","1,402.61",,,179,,0,0,0,0,,389.7,,--,,64.17,--,,--,,--,83.95,,--,59.95
GEOJITFSL,Geojit Financial Services Ltd.,,,23.83,23.83,378.55,378.55,407.61,,0,0,12.71,1.49,14.19,,0,8.1,292.5,0,300.6,722.4,,,72.16,13.08,0,1.08,86.32,0,5.48,0,15.67,107.46,,44.99,0,127.7,207.81,55.19,179.24,614.94,722.4,,,20.15,,0,0,0,0,,0.23,,--,,--,2.77,,10.61,,--,--,,--,19.96
GEPIL,GE Power India Ltd.,,,67.23,67.23,817.84,817.84,885.07,,0,0,0,86.51,86.51,,0,735.16,"1,492.59",362.92,"2,590.67","3,562.25",,,151.08,0.01,11.58,0,162.67,2.67,181.34,11.47,104.42,462.57,,0,180.42,979.31,827.98,162.54,949.43,"3,099.68","3,562.25",,,120,,0,0,0,0,,445.12,,--,,--,577.04,,--,,--,2.67,,--,--
GESHIP,Great Eastern Shipping Company Ltd.,,,150.78,150.78,"4,914.94","4,914.94","5,065.72",,"3,307.69",0,357.96,29.81,"3,695.46",,0,226.76,"1,347.31",5.48,"1,579.55","10,340.73",,,"5,534.83",0.88,13.36,0,"5,549.19","1,684.74",0,0,187.82,"7,421.75",,470.79,135.34,201.81,"1,827.20",0,283.84,"2,918.98","10,340.73",,,153.1,,0,0,0,0,,"3,068.64",,--,,--,"1,638.99",,34.93,,--,"1,684.74",,--,470.79
GHCL,Gujarat Heavy Chemicals Ltd.,,,98.03,98.03,"1,853.92","1,853.92","1,951.95",,701.35,253,0,6.15,960.5,,398.86,384.27,292.89,15.13,"1,091.15","4,003.60",,,"2,576.92",4.56,113.64,0,"2,698.94",46.56,0,11.45,24.37,"2,781.32",,0,668.26,380.23,27.76,4.86,141.17,"1,222.28","4,003.60",,,380.73,,0,0,0,0,,697.62,,--,,--,569.73,,--,,11.3,35.26,,--,--
GICHSGFIN,GIC Housing Finance Ltd.,,,53.88,53.88,"1,200.12","1,200.12","1,254.00",,"11,658.63",0,0,6.68,"11,665.31",,0,11.57,36.57,0,48.14,"12,967.45",,,2.84,0,0,0,2.84,0,120.51,0,18.2,141.55,,13.5,0,0,52.22,"12,747.34",12.84,"12,825.90","12,967.45",,,170.39,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,,21.34,33.44,246.99,246.99,280.43,,87.42,0,9.72,1.7,98.84,,183.74,138.52,79.08,26.15,427.49,806.76,,,339.64,0.14,7.98,0,348.02,25.19,0,0,19.66,392.87,,10.54,174.62,88.58,8.9,0.25,131,413.89,806.76,,,155.58,,0,0,0,0,,15.15,,--,,127.46,--,,11.03,,--,18.83,,--,10.54
GILLETTE,Gillette India Ltd.,,,32.59,32.59,740.76,740.76,778.36,,0,0,0,79.1,79.1,,0,281.19,71.09,0.22,352.5,"1,209.96",,,300.18,0,24.55,0,324.73,0,32.17,26.19,229.62,612.71,,0,234.01,181.5,141.72,5.53,34.49,597.25,"1,209.96",,,850.43,,0,0,0,0,,521.09,,--,,--,143.73,,--,,--,--,,--,--
GINNIFILA,Ginni Filaments Ltd.,,,70.65,70.65,108.24,108.24,178.89,,64.64,11.14,0.9,9.27,85.95,,212.52,67.35,31.56,4.28,315.72,580.56,,,237.92,0.17,1.73,0,239.82,33.52,0,0,0.13,273.47,,0,157.59,97.97,5.29,0,46.22,307.09,580.56,,,19.58,,0,0,0,0,,0,,--,,--,--,,--,,--,33.52,,--,--
GIPCL,Gujarat Industries Power Co. Ltd.,,,151.25,151.25,"2,419.49","2,419.49","2,570.74",,366.59,242.59,8.08,146.49,763.75,,58.88,151.83,223.25,3.72,437.68,"3,831.38",,,"2,569.23",3.9,166.27,59.22,"2,799.68",89.55,0,0.04,273.8,"3,163.07",,0,165.57,214.41,262.3,0,26.02,668.31,"3,831.38",,,181.68,,0,0,0,0,,0,,--,,--,--,,--,,62.37,27.18,,--,--
GKWLIMITED,GKW Ltd.,,,5.97,5.97,280.39,280.39,286.35,,0,0,0,0.21,0.21,,0,0.07,9.96,5.92,15.95,302.52,,,13.39,0,0.27,0,13.66,178.76,8.79,0,3.16,204.37,,94.3,0,0.18,2.19,0.43,1.05,98.15,302.52,,,4.79,,0,0,0,0,,0,,--,,--,--,,1.64,,178.76,--,,--,92.28
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,,169.41,169.41,"1,973.01","1,973.01","2,142.42",,0.18,0,2.19,313.52,315.9,,0,402.96,956.03,91.89,"1,450.88","3,909.19",,,364.45,65.54,"1,002.64",1.62,"1,434.25",24.55,60.48,11.43,387.29,"1,918.01",,0,486.49,120.49,"1,155.33",0,228.87,"1,991.18","3,909.19",,,573.52,,0,0,0,0,,709.05,,--,,--,53.38,,125.39,,--,24.55,,--,--
GLFL,Gujarat Lease Financing Ltd.,,,27.16,27.16,-33.38,-33.38,-6.22,,15,0.13,0,0,15.13,,0,0.13,0.3,0.02,0.45,9.36,,,0.1,0,0,0,0.1,9.05,0,0,0.11,9.26,,0,0,0,0.06,0,0.04,0.1,9.36,,,0.03,,0,0,0,0,,0,,--,,--,--,,9.95,,--,--,,--,--
GLOBALVECT,Global Vectra Helicorp Ltd.,,,14,14,52.31,52.31,66.31,,104.46,51.27,9.25,6.7,171.68,,15.18,169.39,212.44,3.2,400.21,638.2,,,402.94,0.03,0,0,402.97,0,0,9.76,61.75,474.48,,0,25.46,63.39,6.95,2.38,65.55,163.72,638.2,,,31.04,,0,0,0,0,,237.81,,--,,--,306.68,,3.2,,--,--,,--,--
GLOBUSSPR,Globus Spirits Ltd.,,,28.8,28.8,381.21,381.21,410.01,,169.29,24.15,2.49,1.72,197.64,,31.42,92.87,46.25,1.65,172.19,779.83,,,573.64,0,11.76,0,586.01,4.95,0,19.31,28.47,638.75,,0,70.84,47.55,2.48,5.77,14.45,141.09,779.83,,,16.35,,0,0,0,0,,0,,--,,49.37,--,,--,,--,4.95,,--,--
GMBREW,GM Breweries Ltd.,,,18.29,18.29,348.53,348.53,366.82,,0,4.15,0.23,0,4.39,,0,4.5,47.25,0.58,52.34,423.54,,,67.17,0.01,47.67,72.3,187.16,162.78,0,0,30.83,380.77,,0,17.74,2.13,1.12,0,21.77,42.77,423.54,,,0,,0,0,0,0,,0,,--,,--,--,,8.92,,--,162.78,,--,--
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,,,63.6,63.6,"4,221.91","4,221.91","4,285.51",,0,119.71,89.66,433.72,643.1,,0,109.6,133.58,0,243.18,"5,171.79",,,"1,679.85",357.76,0.76,91.83,"2,130.21",426.29,0,2.06,"1,138.41","3,696.96",,0,98.13,147.48,19.68,10.74,"1,198.79","1,474.83","5,171.79",,,702.59,,0,0,0,0,,0,,--,,--,--,,60.42,,260.51,156.86,,--,--
GMMPFAUDLR,GMM Pfaudler Ltd.,,,2.92,2.92,214.79,214.79,217.72,,0,5.34,0,0,5.34,,0,53.38,66.29,2.35,122.02,345.08,,,57.54,5.18,4.95,0,67.71,21.86,0,0,5.56,95.13,,47.2,103.05,48.87,28.86,0.07,21.91,249.95,345.08,,,72.94,,0,0,0,0,,24.03,,--,,--,45.33,,1.72,,--,21.39,,--,47.2
GNFC,Gujarat Narmada Valley Fert & Chem. Ltd.,,,155.42,155.42,"4,841.68","4,841.68","4,997.10",,0,466.68,819.82,235.9,"1,522.40",,207.93,394.75,355.69,63.73,"1,022.10","7,541.60",,,"3,915.70",24.66,25.36,18.55,"3,984.27",731.65,0,247.37,90.4,"5,053.69",,0,829.03,"1,240.19",234.91,16.7,167.08,"2,487.91","7,541.60",,,584.74,,0,0,0,0,,542.92,,--,,--,387.9,,--,,321.51,410.14,,--,--
GOACARBON,Goa Carbon Ltd.,,,9.15,9.15,98.44,98.44,107.59,,0,0.85,0,0,0.85,,0.43,214.28,18.83,0.33,233.88,342.32,,,27.32,0.11,0,0,27.42,2.96,0,0.72,16.51,47.62,,0,166.41,61.98,34.5,0,31.8,294.7,342.32,,,2.47,,0,0,0,0,,400.85,,--,,--,--,,3.45,,2.96,--,,--,--
GODFRYPHLP,Godfrey Phillips India Ltd.,,,10.4,10.4,"1,885.88","1,885.88","1,896.27",,0,2.08,0.86,20.42,23.36,,41.18,290.91,381.79,10.54,724.43,"2,644.06",,,653.29,3.15,14.32,8.49,679.26,903.54,0,6.11,67.04,"1,655.95",,239.13,569,66.97,28.09,1.26,83.66,988.11,"2,644.06",,,81.91,,0,0,0,0,,181,,--,,493,--,,8.68,,828.19,95.74,,239.13,--
GODREJPROP,Godrej Properties Ltd.,,,114.66,114.66,"2,537.12","2,537.12","2,657.05",,500,0,0,11.51,511.51,,"3,015.84",143.02,"1,438.86",10.98,"4,608.70","7,777.26",,,76.2,22.43,3.04,2.2,104.64,"1,578.28",374.04,28.57,174.49,"2,260.02",,887.68,"1,580.10",103.63,282.12,"2,063.97",599.74,"5,517.24","7,777.26",,,279.29,,0,0,0,0,,7.53,,--,,--,--,,54.24,,--,725.18,,--,887.68
GOKEX,Gokaldas Exports Ltd.,,,21.41,21.41,218.15,218.15,239.55,,0,0,0,4.07,4.07,,380.7,85.49,112.75,0,578.94,822.56,,,105.33,1.85,1.45,0,108.62,19.88,0,22.37,149.46,300.33,,0,257.71,161.67,11.1,0,91.75,522.23,822.56,,,518.29,,0,0,0,0,,188.37,,--,,--,958.26,,--,,--,21.91,,--,--
GOKULAGRO,Gokul Agro Resources Ltd.,,,26.38,26.38,183.25,183.25,209.63,,52.81,2.74,0,1.18,56.74,,239.15,726.96,34.88,4.21,"1,005.20","1,271.57",,,215.54,0.13,10.92,0,226.59,9.31,0,0.2,12.62,248.72,,11.73,472.68,322.93,107.84,23.55,84.12,"1,022.86","1,271.57",,,252.58,,"2,726.73",0.13,0.13,1.19,,38.27,,--,,647.98,--,,--,,--,9.31,,--,--
GOLDTECH,AION-TECH SOLUTIONS Ltd.,,,18.78,18.78,9.69,9.69,28.47,,0.28,0,3.74,1.38,5.4,,1.86,4.06,0.99,0.22,7.13,41,,,10.33,0,0,0,10.33,9.28,1.16,0.14,0,20.9,,0,0,7.75,2.74,0.29,9.31,20.1,41,,,125.56,,0,0,0,0,,8.79,,--,,--,9.1,,--,,--,9.28,,--,--
GOODLUCK,Good Luck India Ltd.,,,4.6,4.6,279.78,279.78,284.39,,121.14,29.98,0,3.77,154.89,,346.86,98.77,68.37,0.43,514.43,953.7,,,332.83,0,5.01,0,337.84,1.03,0,0,4.14,343,,0,303.85,247.28,16.34,0,43.22,610.7,953.7,,,57.06,,0,70.69,70.69,0,,8.12,,--,,458.99,--,,1.37,,--,1.03,,--,--
GPPL,Gujarat Pipavav Port Ltd.,,,483.44,483.44,"1,537.57","1,537.57","2,021.01",,0,46.22,71.71,0,117.93,,0,32.55,161.27,36.5,230.32,"2,369.27",,,"1,589.14",0.91,45.38,0,"1,635.44",83,0,0,19.11,"1,737.56",,0,8.43,50.97,533.71,0.48,38.12,631.71,"2,369.27",,,565.78,,0,0,0,0,,33.69,,--,,--,238.99,,--,,--,--,,--,--
GPTINFRA,GPT Infraprojects Ltd.,,,29.09,29.09,148.72,148.72,177.8,,14.18,0,9.02,3.81,27.01,,227.18,143.65,60.76,1.9,433.48,638.29,,,87.37,0.17,2.56,0,90.09,41.16,4.4,0.25,79.82,215.71,,0,58.36,53.38,27.41,1.49,281.94,422.58,638.29,,,33.05,,0,0,0,0,,0.86,,--,,--,12.11,,20.4,,--,41.16,,--,--
