Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
EMAMILTD,Emami Ltd.,,,44.45,44.45,"1,714.88","1,714.88","1,759.33",,0,0,27.84,19,46.85,,46.53,279.19,130.86,41.34,497.92,"2,304.09",,,703.02,352.95,5.7,43.69,"1,105.98",175.42,0,33.5,76.91,"1,391.80",,88.91,269.25,99.72,307.93,2.02,144.47,912.3,"2,304.09",,,91.01,,17.92,0,0,7.67,,13.69,,--,,104.03,35.58,,35.19,,98.45,76.97,,--,88.91
EMMBI,Emmbi Industries Ltd.,,,17.69,17.69,117.47,117.47,135.16,,56.02,10.08,17.99,0,84.09,,67.56,25.93,15.75,0,109.24,328.49,,,124.19,12.98,3.87,0,141.04,0.02,2.11,0.1,15.9,159.17,,0,90.23,63.81,1.52,0,13.76,169.32,328.49,,,3.77,,3.41,0,0,0,,0.14,,--,,179.78,--,,4.7,,--,0.02,,--,--
ENDURANCE,Endurance Technologies Ltd.,,,140.66,140.66,"2,567.59","2,567.59","2,708.26",,2.73,0,8.96,21.07,32.76,,45,526.84,94.9,29.89,696.63,"3,437.65",,,"1,368.37",26.67,88.92,0,"1,487.12",364.91,1.96,0,37.25,"1,891.23",,169.93,329.53,812.51,34.29,1.26,198.89,"1,546.41","3,437.65",,,331.52,,0,0,0,0,,279.23,,--,,--,114.05,,123.66,,0,1.15,,--,169.93
ENERGYDEV,Energy Development Company Ltd.,,,47.5,47.5,112.7,112.7,160.2,,20.24,0,0.78,0.32,21.34,,0.81,13.79,54.6,0.1,69.31,250.84,,,30.87,0,0,0,30.87,79.25,5.61,25.28,5.96,146.97,,0,0.67,35.8,1.46,9.86,56.06,103.86,250.84,,,32.37,,0,0,0,0,,0,,--,,--,--,,--,,--,79.25,,--,--
ENGINERSIN,Engineers India Ltd.,,,281.02,281.02,"1,419.99","1,419.99","1,701.01",,0,0,4.9,3.41,8.31,,0,413.47,"1,492.57",762.87,"2,668.91","4,378.23",,,217.48,2.32,1.09,40.78,261.95,"1,147.93",333.64,57.31,61.61,"1,862.45",,207.08,1.86,518.44,"1,258.54",15.88,513.99,"2,515.78","4,378.23",,,281.91,,0,0,0,0,,90.79,,--,,--,344.07,,168.47,,--,"1,153.35",,207.08,--
ENIL,Entertainment Network India Ltd.,,,47.67,47.67,756.72,756.72,804.39,,0,0,187.35,9.8,197.15,,0,75.59,29.06,1.94,106.58,"1,108.13",,,217.91,439.1,1.73,2.25,660.99,19.64,22.1,0,46.25,748.98,,212.02,0,113.79,5.59,0,27.75,359.15,"1,108.13",,,1.71,,0,0,0,0,,10.83,,--,,--,16.52,,--,,--,19.64,,--,--
EPL,EPL Ltd.,,,63.1,63.1,657,657,734.5,,69,0,32.5,15.8,117.3,,73.1,99.9,44.1,11.3,228.4,"1,080.20",,,309.7,6.6,2.5,0,323.4,358.2,6.1,9.9,50.2,747.8,,0,88.8,177.2,21.2,2.5,42.7,332.4,"1,080.20",,,378.8,,0,0,0,0,,"1,695.60",,--,,--,"2,666.00",,44.47,,--,16.2,,--,--
EROSMEDIA,Eros International Media Ltd.,,,95.86,95.86,106.56,106.56,211.04,,0.04,0,224.59,0,224.63,,496.96,140.73,262.35,0,900.04,"1,335.71",,,49.55,646.3,0.06,0,699.15,45.02,0,5.45,70.12,819.74,,0,8.5,460.81,36.28,8.38,2,515.97,"1,335.71",,,"1,990.07",,0,0,0,0,,1,,--,,151.6,--,,66.31,,--,45.02,,--,--
ESABINDIA,Esab India Ltd.,,,15.39,15.39,243.83,243.83,259.22,,0,0,1.93,4.98,6.91,,0,96.39,20.73,4.94,122.06,388.19,,,88.95,0.69,2.51,0,92.15,0,1.45,0,3.42,97.02,,41.24,73.49,98.82,42.02,18,17.6,291.17,388.19,,,44.57,,130.25,0,0,11.29,,86.02,,--,,--,55.52,,--,,--,--,,--,0.15
ESSARSHPNG,Essar Shipping Ltd.,,,206.98,206.98,"-3,254.19","-3,254.19","-3,046.60",,"1,853.58",0,0,0,"1,853.58",,0,146.35,"2,523.83",0,"2,670.18","1,477.16",,,687.58,0,0,0,687.58,252.66,0,0,9.07,949.31,,6.23,9.27,12.77,13.19,6.41,479.98,527.85,"1,477.16",,,"1,249.66",,0,0,0,0,,119.77,,--,,--,90.94,,--,,--,252.66,,--,--
ESSENTIA,Integra Essentia Ltd.,,,10.9,10.92,-41.1,-41.1,-30.17,,0,0,0,0,0,,28.59,0.02,1.71,0,30.33,0.16,,,0,0,0,0,0,0,0,0,0,0,,0,0,0.1,0.06,0,0,0.16,0.16,,,0.74,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ESTER,Ester Industries Ltd.,,,41.7,41.7,474.91,474.91,516.6,,99.39,31.55,22.8,10.66,164.4,,73.15,37.53,63.88,7.97,182.52,863.52,,,375.88,0.8,21.95,0,398.62,96.35,0,7.57,9.25,511.79,,1.33,136.64,151.16,26.13,0.94,35.53,351.73,863.52,,,117.62,,0,0,0,0,,177.25,,--,,266.6,--,,--,,--,--,,--,--
EVEREADY,Eveready Industries India Ltd.,,,36.34,36.34,212.75,212.75,249.1,,220.38,0,21.35,6.21,247.95,,117.24,180.48,211.13,17.39,526.24,"1,023.29",,,307.87,6.15,2.67,0,316.84,10.16,166.92,0.98,50.83,545.73,,0,245.43,35.42,79.31,0.48,116.92,477.56,"1,023.29",,,201.8,,0,0,0,0,,182.96,,--,,--,14.34,,24.22,,--,10.16,,--,--
EVERESTIND,Everest Industries Ltd.,,,15.64,15.64,494.39,494.39,510.03,,0,26.8,4.27,0,31.06,,0,164.11,225.37,0,389.48,930.57,,,352.72,2.47,13.43,0,368.61,0,0,0,75.31,443.92,,0,255.28,58.16,132.66,0,40.55,486.65,930.57,,,137.23,,0,0,0,0,,198.47,,--,,32.07,--,,13.35,,--,--,,--,--
EXCEL,Excel Realty N Infra Ltd.,,,94.05,94.05,76.94,76.94,170.99,,0,0.43,0.29,0,0.71,,0.23,4.62,0,0.15,5,176.7,,,9.96,0,0,8.9,18.86,0.19,0,0,113.25,132.31,,0,0.23,4.46,1.08,38.62,0.01,44.39,176.7,,,105.75,,0,0,0,0,,0,,--,,632.58,--,,10.24,,--,--,,--,--
EXCELINDUS,Excel Industries Ltd.,,,6.29,6.29,709.57,709.57,715.85,,0.01,65.04,15.14,0,80.18,,6.07,122.98,28.31,0,157.37,953.4,,,368.83,19.18,16.85,0.85,405.72,200.49,0,6.23,20.26,632.7,,8.7,68.97,172.64,51.65,1.29,17.45,320.7,953.4,,,21.74,,0,0,0,0,,144.27,,--,,136.73,--,,4.78,,--,144.92,,--,8.7
EXPLEOSOL,Expleo Solutions Ltd.,,,10.25,10.25,149.58,149.58,159.96,,0,0,5.09,1.78,6.87,,0,22.66,38.1,0.6,61.36,228.19,,,24.67,0,0,0,24.68,4.02,1.65,1.87,9.99,42.2,,0,0,72.23,101.15,0.05,12.57,186,228.19,,,92.25,,0,0,0,0,,64.3,,--,,--,196.47,,7.43,,--,--,,--,--
FACT,Fertilisers and Chemicals Travancore Ltd.,,,647.07,647.07,-822.06,-822.06,-174.98,,15.3,0,35.29,189.66,240.25,,0,374.44,"2,870.93",56.68,"3,302.05","3,367.32",,,284.55,1.12,54.98,0.07,340.72,86.27,0,6.72,26.16,459.88,,0,515.64,104.38,"1,666.87",0.88,619.67,"2,907.44","3,367.32",,,"2,516.77",,883.93,2.69,2.69,1.29,,0.57,,--,,--,--,,--,,--,80.93,,--,--
FCL,Fineotex Chemical Ltd.,,,22.15,22.15,158.96,158.96,181.11,,0,0.66,0.52,0.06,1.24,,3.41,23.84,2.94,0.15,30.34,212.7,,,48.1,0,2.65,3.79,54.53,41.83,0,0,8.14,104.5,,0.86,21.74,57.92,11.21,0,16.47,108.19,212.7,,,5.14,,0,0,0,0,,19.98,,--,,33.83,--,,14.43,,30.45,11.38,,--,0.86
FCSSOFT,FCS Software Solutions Ltd.,,,170.96,170.96,126.96,126.96,297.92,,21.85,0,4.99,0,26.84,,2.76,1.06,5.73,0.05,9.6,334.36,,,189.27,0.15,1.64,0,191.06,102.72,0.98,16.68,3.55,314.99,,0,0,6.01,2.18,8.98,2.2,19.37,334.36,,,0,,0,0,0,0,,0.04,,--,,--,16.98,,32.98,,--,102.72,,--,--
FDC,FDC Ltd.,,,16.88,16.88,"1,705.28","1,705.28","1,722.17",,0.21,11.32,6.8,0.39,18.72,,0.14,76.66,89.51,35.79,202.09,"1,942.97",,,680.66,4.36,19.21,0,704.23,265.58,0,6.58,42.17,"1,018.56",,524.84,213.27,107.8,26.86,1.41,50.22,924.42,"1,942.97",,,92.47,,0,0,0,0,,55.1,,--,,--,325.39,,11.5,,205.37,60.21,,--,524.84
FEDDERELEC,Fedders Electric and Engineering Ltd.,,,33.97,33.97,-728.44,-721.52,-687.55,,0,13.66,0,2.37,16.03,,781.78,264.53,241.46,4.73,"1,292.50",620.98,,,141.39,0.06,0,0,141.45,1.04,0,0,0,142.49,,0,24.31,100.73,10.97,150.89,191.59,478.49,620.98,,,4.44,,0,0,0,0,,0,,--,,--,0.23,,0.47,,--,0.54,,--,--
FEDERALBNK,Federal Bank Ltd.,,,399.23,399.23,5.01,"15,719.37","15,724.38","16,123.61","172,644.48","9,068.50","3,530.80","201,367.39",,"7,647.04","11,944.35","37,186.21","131,878.60",491.13,"12,220.06","201,367.39",,"1,272.00","12,592.00",14.62,,13.85,0.78,,"4,602.39",3,"1,569.28",1.19,1.0,,"36,417.34","36,417.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIEMIND,FIEM Industries Ltd.,,,13.16,13.16,560.32,560.32,573.48,,21.9,36.24,24.5,4.69,87.33,,0,172.14,89.19,3.66,264.99,925.8,,,543.77,2.62,2.66,0,549.04,29.11,0,9.85,13.44,601.45,,0,116.95,80.87,108.51,0.48,17.54,324.35,925.8,,,70.32,,177.54,0,0,6.35,,7.05,,--,,25.77,4.36,,1,,--,29.11,,--,--
FILATEX,Filatex India Ltd.,,,44.16,44.16,715.86,715.86,761.89,,536,71.75,30.59,7.76,646.11,,12.69,274.24,107.34,3.51,397.78,"1,806.35",,,"1,134.14",0.81,130.14,0,"1,265.09",0.05,0,0.58,8.93,"1,274.65",,0,254.42,121.64,36.09,0.42,119.13,531.7,"1,806.35",,,255.38,,0,0,0,0,,201.96,,--,,254.97,--,,--,,--,0.05,,--,--
FINCABLES,Finolex Cables Ltd.,,,30.59,30.59,"2,920.12","2,920.12","2,950.71",,0.31,34.1,4.18,11.72,50.31,,0,176.03,67.86,6.85,250.74,"3,251.76",,,394.22,0.21,25.71,0,420.14,428.2,0,4.38,55.66,908.38,,509,755.4,176.55,53.72,0,848.71,"2,343.38","3,251.76",,,277.97,,0,0,0,0,,130.09,,--,,--,30.87,,29.21,,51.42,165.44,,--,509
FINEORG,Fine Organics Industries Ltd.,,,15.33,15.33,723.51,723.51,738.84,,56.74,0,4.35,0,61.1,,0,108.44,43.01,4.04,155.49,955.43,,,195.31,0.54,26.3,0,222.15,43.67,7.34,4.03,64.68,341.87,,0,108.93,174.53,261.18,0,68.92,613.55,955.43,,,36,,0,0,0,0,,206.02,,--,,--,608.52,,10.22,,--,43.67,,--,--
FLEXITUFF,Flexituff Ventures International  Ltd.,,,24.88,24.88,120.98,120.98,145.87,,23.52,0,0.66,4.62,28.8,,318.07,233.36,357.78,0.59,909.79,"1,084.46",,,458.82,34.97,0,0,493.79,1.3,50.08,0,21.68,566.85,,0,130.58,249.32,16.63,35.74,85.34,517.62,"1,084.46",,,387.89,,0,0,0,0,,8.78,,--,,--,422.44,,--,,--,--,,--,--
FSL,Firstsource Solutions Ltd.,,,696.1,696.1,"1,447.57","1,447.57","2,172.03",,8.99,0,196.72,0,205.71,,0,39.35,193.3,18.1,250.75,"2,628.52",,,271.5,19.85,0,0,291.36,"1,207.27",267.41,0,159.26,"1,925.30",,79.32,0,519.99,15.64,0,88.28,703.22,"2,628.52",,,"1,619.68",,0,0,0,0,,6.24,,--,,--,"1,154.12",,--,,--,"1,207.27",,--,79.32
GABRIEL,Gabriel India Ltd.,,,14.36,14.36,681.95,681.95,696.31,,0,10.54,18.47,13.86,42.86,,0,391.61,51.15,13.58,456.34,"1,195.51",,,348.01,2.51,27.72,2.15,380.38,0.1,0,0.89,36.16,417.54,,15.07,196.48,279.3,91.03,0.27,195.82,777.97,"1,195.51",,,76.64,,0,0,0,0,,176.16,,--,,61.58,--,,8.42,,--,0.1,,--,15.07
GAIL,GAIL India Ltd.,,,"4,440.39","4,440.39","42,170.76","42,170.76","46,611.15",,"4,827.08","4,502.23","5,605.64",547.69,"15,482.64",,738.5,"4,326.35","5,339.48",812.32,"11,216.65","73,310.44",,,"34,202.45","2,295.49","11,903.41",0,"48,401.35","9,255.34",0,"3,065.69","2,934.95","63,657.33",,468.48,"2,603.81","3,392.33","1,361.83",684.65,"1,142.01","9,653.11","73,310.44",,,"17,537.10",,0,0,0,0,,"27,238.00",,--,,--,"14,407.00",,"3,664.49",,"23,636.85",--,,--,--
GALAXYSURF,Galaxy Surfactants Ltd.,,,35.45,35.45,981.37,981.37,"1,016.82",,53.02,29.32,5.12,10.08,97.54,,88.37,306.54,43.14,5.15,443.2,"1,557.56",,,457.7,5.57,116.2,0,579.47,216.71,0,5.89,36.61,838.68,,0,270.19,339.55,24.83,0.49,83.82,718.88,"1,557.56",,,86.68,,0,0,0,0,,740.05,,--,,--,906.7,,17.72,,--,216.71,,--,--
GALLANTT,Gallantt Ispat Ltd.,,,81.32,81.32,462.2,462.2,543.52,,0,19.52,0,1.33,20.85,,114.06,37.67,19.7,0.83,172.27,736.64,,,462.54,0,5.49,0,468.03,42.6,0,0,15.54,526.17,,0,137.15,50.85,7.27,2.55,12.65,210.47,736.64,,,31.23,,117.98,0.14,0.14,0,,0.07,,--,,--,64.79,,--,,265.06,--,,--,--
GANDHITUBE,Gandhi Special Tubes Ltd.,,,6.46,6.46,165.49,165.49,171.95,,0,6.71,0.32,2.52,9.55,,0,1.71,8.81,0.39,10.91,192.41,,,45.37,0.03,0,0,45.4,27.87,0,0,0.82,74.09,,65.95,20.98,25.47,2.83,0.63,2.45,118.31,192.41,,,3.78,,0,0,0,0,,8.23,,--,,--,2.75,,--,,17.69,12.77,,--,63.79
GANECOS,Ganesha Ecosphere Ltd.,,,21.83,21.83,497,497,518.83,,32.12,19.13,4,6.09,61.35,,88.09,35.21,42.42,2.68,168.41,748.58,,,283.79,1.36,10.71,0,295.85,55.71,0,13.83,9.96,375.34,,72.13,172.52,105.55,3.84,0.02,19.17,373.24,748.58,,,64.39,,0,0,0,0,,65.8,,--,,54.29,--,,--,,--,--,,--,72.13
GANESHHOUC,Ganesh Housing Corporation Ltd.,,,49.23,49.23,604.94,604.94,654.17,,110.85,0,0,0,110.85,,70.52,7.46,137.69,0,215.67,980.68,,,190.84,0.06,0,0,190.9,227.63,28.82,0,1.37,448.72,,0,18.36,58.39,10.56,440.05,4.61,531.97,980.68,,,181.57,,0,0,0,0,,0,,--,,--,--,,24.34,,--,227.63,,--,--
GARFIBRES,Garware Technical Fibres Ltd.,,,20.62,20.62,820.74,820.74,841.36,,0,35.9,1.4,10.65,47.96,,96.92,242.19,89.51,5.01,433.63,"1,322.95",,,242.19,4.7,0,0,246.89,275.16,0,7.1,11.49,540.65,,238.94,177.08,215.88,54.65,5.41,90.34,782.3,"1,322.95",,,6.63,,75.28,0,0,0,,9.71,,--,,635.59,--,,7,,--,226.87,,--,238.94
GEECEE,GeeCee Ventures Ltd.,,,20.91,20.91,441.35,441.35,462.27,,0,6.16,0.31,0,6.47,,0,10.23,37.7,0.58,48.52,517.25,,,17.67,0,0,0,17.67,155.5,0,0,0.33,173.5,,206.39,109.28,5.11,2.74,9.42,10.81,343.75,517.25,,,0.44,,0,0,0,0,,0,,--,,--,--,,11.93,,--,--,,--,206.39
GEEKAYWIRE,Geekay Wires Ltd.,,,10.45,10.45,29.87,34.55,45,,39.43,3.34,0,0,42.77,,43.48,4.51,4.76,0.67,53.42,141.19,,,44.41,0,0,0.16,44.57,0,0,1.92,0,46.5,,0,47.22,32.02,4.88,10.47,0.11,94.7,141.19,,,15.58,,0,0,0,0,,2.48,,--,,79.11,--,,--,,--,--,,--,--
GENESYS,Genesys International Corporation Ltd.,,,15.61,15.61,242.97,242.97,258.58,,0.84,0,4.29,7.3,12.42,,4.71,9.13,16.8,2.38,33.02,304.03,,,27.38,1.2,0,0,28.59,145.05,28.96,0,3.04,205.64,,8.17,0,38.08,2.92,14.23,34.98,98.38,304.03,,,9.3,,0,0,0,0,,46.28,,--,,--,8.45,,--,,--,145.05,,--,--
GENUSPOWER,Genus Power Infrastructures Ltd.,,,25.74,25.74,908.8,908.8,934.54,,7.52,0,13.82,35.03,56.37,,187.03,165.98,39.38,12.41,404.8,"1,395.70",,,161.01,1.63,0.08,0,162.73,94.53,3.35,28.79,21.83,311.22,,194.7,177.86,565.35,114.68,0.85,31.05,"1,084.48","1,395.70",,,204.31,,0,0,0,0,,260.86,,--,,37.66,--,,--,,--,--,,--,59.95
GEOJITFSL,Geojit Financial Services Ltd.,,,23.84,23.84,423.58,423.58,452.59,,0,0,29.78,2.06,31.84,,15,14.44,443.92,0,473.36,957.79,,,61.48,9.7,0,0.98,72.16,0,4.69,0,20.07,96.92,,11.99,0,107.55,545.82,111.33,84.19,860.87,957.79,,,11.92,,0,0,0,0,,0.89,,--,,--,0.02,,10.61,,--,--,,--,11.99
GEPIL,GE Power India Ltd.,,,67.23,67.23,904.38,904.38,971.61,,0,0,121.1,125.03,246.13,,312.55,"1,099.48","1,038.91",324.38,"2,775.32","3,993.06",,,283.16,0.17,1.7,0,285.03,2.67,109.79,9.17,162.41,569.07,,0,200.49,"2,212.97",219.7,2.62,788.21,"3,423.99","3,993.06",,,321.06,,0,0,0,0,,697.68,,--,,--,436.74,,--,,--,2.67,,--,--
GESHIP,Great Eastern Shipping Company Ltd.,,,146.97,146.97,"5,951.02","5,951.02","6,097.99",,"3,241.03",23.58,396.41,29.12,"3,690.14",,0,220.8,823.31,12.81,"1,056.92","10,845.05",,,"5,368.80",0.33,24.01,0,"5,393.26","1,687.08",0,0,125.98,"7,206.32",,"1,289.62",121.56,131.22,"1,848.88",0,247.45,"3,638.73","10,845.05",,,333.81,,0,0,0,0,,"2,282.15",,--,,--,"1,901.68",,34.04,,--,"1,687.08",,--,"1,289.62"
GHCL,Gujarat Heavy Chemicals Ltd.,,,95.01,95.01,"2,406.81","2,406.81","2,501.82",,563.82,260.16,14.03,3.02,841.03,,41.35,375.52,217.25,14.36,648.48,"3,991.33",,,"2,668.78",6.05,80.54,0,"2,755.37",40.13,0,14.35,77.16,"2,887.01",,0,740.48,250.66,46.31,3.73,63.14,"1,104.32","3,991.33",,,453.95,,0,0,0,0,,507.52,,--,,--,490.17,,--,,13.82,26.31,,--,--
GICHSGFIN,GIC Housing Finance Ltd.,,,53.88,53.88,"1,303.94","1,303.94","1,357.82",,"1,244.19",0,1.13,15.34,"1,260.66",,"9,965.56",9.1,47.7,0,"10,022.36","12,640.84",,,16.38,0,0,0,45.1,0,120.3,0,8.93,174.33,,14.25,0,0.33,90.63,"12,338.97",22.33,"12,466.51","12,640.84",,,149.8,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,14.25
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,,21.34,33.44,215.12,215.12,248.56,,35.29,0,6.51,1.24,43.04,,90.46,63.67,66.8,25.68,246.62,538.22,,,233.26,0.35,5.95,0,239.56,38.51,0,0.7,10.57,289.34,,5.21,87.44,53.73,6.91,1.55,94.03,248.88,538.22,,,12.54,,0,0,0,0,,6.37,,--,,69.26,--,,11.03,,--,2.88,,--,5.21
GILLETTE,Gillette India Ltd.,,,32.59,32.59,747.36,747.36,789.01,,0,0,0.11,79.11,79.22,,0,408.39,83.53,35.09,527.01,"1,395.24",,,309.77,0,72.04,0,381.81,0,27.87,27.56,188.83,626.07,,0,366.58,197.94,166.32,4.47,33.86,769.17,"1,395.24",,,945.79,,0,0,0,0,,572.84,,--,,--,119.8,,--,,--,--,,--,--
GINNIFILA,Ginni Filaments Ltd.,,,79.15,79.15,157.48,157.48,238.67,,24.76,23.48,2.13,10.36,60.73,,187.1,34.94,56.64,5.38,284.05,583.45,,,216.93,0.06,2.4,0,219.4,33.52,0,0,5.08,258,,0,179.56,103.76,4.48,0,37.65,325.45,583.45,,,41.28,,0,0,0,0,,49.07,,--,,--,201.69,,--,,--,33.52,,--,--
GIPCL,Gujarat Industries Power Co. Ltd.,,,151.25,151.25,"2,759.88","2,759.88","2,911.13",,394.71,271.72,17.77,238.44,922.64,,30.86,103.03,179.23,26.5,339.61,"4,225.75",,,"2,721.69",3.13,292.47,0,"3,017.29",87.5,0,0,270.93,"3,375.72",,0,221.51,295.47,286.34,0,46.71,850.03,"4,225.75",,,336.56,,0,0,0,0,,0,,--,,--,--,,--,,67.32,20.18,,--,--
GKWLIMITED,GKW Ltd.,,,5.97,5.97,335.74,335.74,341.71,,0,0,0.13,0.3,0.43,,0,0.07,10.69,2,12.76,354.9,,,15.98,0.02,1.9,0,17.9,204.8,11.16,0,4.09,237.95,,54.88,0,0.11,59.96,0,1.99,116.94,354.9,,,0.86,,0,0,0,0,,0,,--,,--,--,,1.64,,204.8,--,,--,39.42
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,,169.41,169.41,"1,327.71","1,327.71","1,497.12",,0,0,22.29,258.25,280.54,,0.02,447.99,596.79,274.62,"1,319.42","3,097.08",,,342.2,43.36,13.21,1.33,400.1,24.49,101.67,0,399.49,925.75,,0,523.34,215.6,"1,157.68",0,274.71,"2,171.33","3,097.08",,,493.24,,0,0,0,0,,"1,139.71",,--,,--,27.8,,125.39,,--,24.49,,--,--
GLFL,Gujarat Lease Financing Ltd.,,,27.16,27.16,-31.51,-31.51,-4.35,,10,0,0,0,10,,0,0.03,0.27,0.03,0.34,5.99,,,0.05,0,0,0,0.05,0.01,0,0,0.05,0.11,,0,0,0,5.85,0,0.04,5.88,5.99,,,0,,0,0,0,0,,0,,--,,--,--,,9.95,,--,--,,--,--
GLOBALVECT,Global Vectra Helicorp Ltd.,,,14,14,33.9,33.9,47.9,,41.83,39.3,170.76,8.98,260.86,,10.45,140.17,242.03,3.19,395.84,704.6,,,440.07,0.02,0,0,440.08,0,0,9,80.59,529.67,,0,23.52,51.41,10.61,5.19,84.21,174.93,704.6,,,54.19,,0,0,0,0,,178.77,,--,,--,189.65,,3.2,,--,--,,--,--
GLOBUSSPR,Globus Spirits Ltd.,,,28.8,28.8,555.52,555.52,584.32,,106.7,52.48,7.7,2.97,169.85,,27.28,117.55,84.51,6.61,235.95,990.13,,,578.07,0.41,48.31,0,626.79,0,0,16.62,54.97,698.38,,0,95.21,84.38,58.05,1.78,52.32,291.74,990.13,,,88.72,,0,0,0,0,,0,,--,,49.38,--,,--,,--,0,,--,--
GMBREW,GM Breweries Ltd.,,,18.29,18.29,486.71,486.71,504.99,,0,3.3,0.27,0,3.57,,0,3.1,60.58,0.7,64.38,572.95,,,57.34,0,20.11,80.55,158,286.52,0,0,34.18,478.7,,0,27.97,0.93,6.85,0,58.51,94.25,572.95,,,0,,0,0,0,0,,0,,--,,--,--,,8.92,,--,286.52,,--,--
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,,,63.6,63.6,"3,937.02","3,937.02","4,000.62",,0,0,59.05,521.02,580.07,,0,173.87,173.43,0,347.3,"4,927.99",,,"1,150.91",342.61,5.62,89.35,"1,588.49",291.98,54.56,2.77,"1,348.46","3,286.26",,0,98.5,141.31,242.96,7.87,"1,151.09","1,641.73","4,927.99",,,898.35,,0,0,0,0,,0,,--,,--,--,,60.42,,181.21,101.85,,--,--
GMMPFAUDLR,GMM Pfaudler Ltd.,,,2.92,2.92,354.43,354.43,357.35,,75.2,4.52,11.75,0.35,91.83,,14.84,93.08,103.46,7.11,218.5,667.67,,,144.75,31.99,2.61,0,179.38,171.24,0,0,10.08,360.7,,0.67,112.65,113,31.82,0.08,48.76,306.98,667.67,,,64.62,,0,0,0,0,,13.19,,--,,--,58.21,,1.72,,--,171.24,,--,0.67
GNFC,Gujarat Narmada Valley Fert & Chem. Ltd.,,,155.42,155.42,"5,828.25","5,828.25","5,983.67",,0,390.91,704.68,260.23,"1,355.82",,2.16,460.24,463.47,34.92,960.79,"8,300.28",,,"3,681.55",21.1,160.9,17.7,"3,881.25",781.14,0,107.85,97.9,"4,868.14",,72.23,813.34,509.55,"1,450.73",418.19,168.1,"3,432.14","8,300.28",,,695.02,,0,0,0,0,,397.71,,--,,--,182.9,,--,,354.98,426.16,,--,--
GOACARBON,Goa Carbon Ltd.,,,9.15,9.15,67.04,67.04,76.19,,0,0.2,0,0,0.2,,30.94,147.56,11.27,0.54,190.31,266.7,,,24.37,0.02,2.72,0,27.11,4.32,0,0.73,15.97,48.12,,0,105.25,64.4,27.74,0,21.19,218.57,266.7,,,2.47,,0,0,0,0,,176.41,,--,,--,--,,3.45,,4.32,--,,--,--
GODFRYPHLP,Godfrey Phillips India Ltd.,,,10.4,10.4,"2,406.03","2,406.03","2,416.43",,0,6.95,282.77,25.06,314.78,,14.9,239.27,513.3,19.67,787.15,"3,518.36",,,981.2,9.5,26.16,7.95,"1,024.81","1,015.53",0,4.53,45.55,"2,090.41",,460.31,670.58,123.69,26.38,1.54,145.46,"1,427.95","3,518.36",,,106.68,,0,0,0,0,,197,,--,,597,--,,8.68,,--,"1,015.53",,460.31,--
GODREJPROP,Godrej Properties Ltd.,,,138.97,138.97,"8,616.54","8,616.54","8,755.51",,"1,000.00",0,131.72,14.58,"1,146.30",,"3,513.12",413.48,"1,092.42",20.78,"5,039.80","14,941.61",,,117.61,21.92,8.42,23.17,171.22,"1,703.98",108.11,629,879.58,"3,491.89",,"3,575.95","2,298.62",189.71,636.33,"3,569.78","1,179.33","11,449.72","14,941.61",,,507.77,,0,0,0,0,,48.41,,--,,--,--,,54.24,,--,542.99,,--,"3,575.95"
