Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
ARIHANTSUP,Arihant Superstructures Ltd.,,,41.16,41.16,116.65,116.65,157.81,,0.63,0.03,0,0.26,0.92,,6.08,34.69,59.09,0.04,99.9,258.62,,,2.2,0.03,0,2.54,4.77,0.05,0,0,0.87,5.7,,0.03,115.19,22.72,1.59,31.39,82.01,252.92,258.62,,,4.6,,0,0,0,0,,0,,--,,--,--,,--,,--,0.05,,--,0.03
ARROWGREEN,Arrow Greentech Ltd.,,,14.09,14.09,44.47,44.47,58.55,,2.25,0,0.17,0.21,2.63,,1.18,2.95,3.44,0.34,7.91,69.1,,,13.53,0.68,0.2,0.12,15.06,1.62,3.12,23.55,2.57,45.91,,0,5.96,2.73,11.16,0,3.34,23.19,69.1,,,12.55,,0,0,0,0,,10.39,,--,,7.43,--,,--,,0.83,--,,--,--
ARVIND,Arvind Ltd.,,,260.59,260.59,"2,750.76","2,750.76","3,011.35",,735.9,39.85,122.78,19.89,918.42,,977.5,"2,111.32",377.44,16.97,"3,483.23","7,413.00",,,"3,018.09",39.09,41.47,168.99,"3,267.78",451.59,0,0.75,43.3,"3,763.42",,0,"2,004.04","1,068.06",45.08,68.97,463.43,"3,649.58","7,413.00",,,248.12,,0,0,0,0,,479.5,,--,,--,"3,619.75",,3.94,,--,451.59,,--,--
ARVSMART,Arvind SmartSpaces Ltd.,,,42.46,42.46,417.98,417.98,467.71,,1.47,0,0,2.33,3.79,,0.5,22.84,340.81,0.6,364.75,836.26,,,8.14,0.21,0,0,9.03,189.63,0.43,57.82,133.17,390.08,,32.77,194.32,1.03,140.12,40.01,37.92,446.17,836.26,,,23.65,,0,0,0,0,,0,,--,,--,--,,--,,--,189.63,,--,32.77
ASAHIINDIA,Asahi India Glass Ltd.,,,24.31,24.31,"1,787.73","1,787.73","1,812.04",,862.39,67.09,41.95,5.1,976.53,,317.5,606.61,114.17,0.89,"1,039.17","3,827.74",,,"2,258.45",2.93,88.96,0,"2,350.34",51.53,0,0,51.04,"2,452.91",,0,684.52,379.76,86.84,61.73,161.98,"1,374.83","3,827.74",,,426.93,,0,0,0,0,,700.16,,--,,--,65.35,,13.55,,8.2,43.33,,--,--
ASAL,Automotive Stampings and Assemblies Ltd.,,,15.86,15.86,-51.58,-51.58,-35.71,,0,0,36.67,3.77,40.44,,42.84,110.5,22.4,0.42,176.17,180.9,,,89.86,0.23,3.16,0,93.25,0,0,0,8.1,101.35,,0,40.53,23.02,4.23,0,11.77,79.55,180.9,,,6.8,,0,0.81,0.81,0,,0,,--,,--,--,,--,,--,--,,--,--
ASHIANA,Ashiana Housing Ltd.,,,20.47,20.47,720.72,720.72,741.19,,155.88,0,11.11,6.08,173.07,,5.12,23.91,846.96,1.68,877.67,"1,791.93",,,51.07,0.86,0,39.42,91.35,20.53,16.82,0,20.55,149.25,,94.63,"1,246.75",11.39,94.95,0,194.96,"1,642.68","1,791.93",,,16.64,,0,0,0,0,,1.14,,--,,--,--,,13.38,,0.01,0.02,,10.26,40.93
ASHIMASYN,Ashima Ltd.,,,191.66,198.72,35.58,35.58,234.3,,7.81,0,0.12,0,7.93,,3.28,42.37,29.69,1.08,76.42,318.65,,,116.85,0.09,8.07,0,125.01,9.48,0,0,8.42,142.91,,3.12,76.84,22.15,27.12,0.38,46.13,175.74,318.65,,,41.57,,0,0,0,0,,1.46,,--,,19.05,--,,0.54,,9.48,--,,--,3.12
ASHOKA,Ashoka Buildcon Ltd.,,,140.36,140.36,"2,558.35","2,558.35","2,698.71",,162.93,0,346.98,55.85,565.76,,396.38,807.97,875.25,21.98,"2,101.58","5,366.06",,,271.58,7.28,1.74,0,280.6,"1,062.80",58.24,0,197.24,"1,598.88",,0,187.7,"1,048.32",144,777.98,"1,609.17","3,767.18","5,366.06",,,710.18,,0,0,0,0,,0.89,,--,,--,--,,65.49,,--,"1,062.80",,--,--
ASIANHOTNR,Asian Hotels (North) Ltd.,,,19.45,19.45,-185.8,227.68,247.13,,872.6,0,0.78,3.08,876.46,,195.17,94.72,141.9,0.56,432.35,"1,555.95",,,"1,478.75",0,0.99,0,"1,479.74",0,38.57,0.18,9.18,"1,527.68",,0,5.73,11.01,6.53,0,5,28.27,"1,555.95",,,47.39,,0,0.03,0.03,0,,15.44,,--,,--,16.04,,5.97,,--,--,,--,--
ASIANPAINT,Asian Paints Ltd.,,,95.92,95.92,"13,253.17","13,253.17","13,349.09",,16.16,205.3,522.05,168.29,911.8,,0,"3,497.29","2,112.07",38.08,"5,647.44","19,908.33",,,"4,475.83",78.11,225.47,0,"4,779.41","1,646.25",0,0,734.75,"7,160.41",,"2,164.34","5,277.61","2,915.77",308.57,0,"2,081.63","12,747.92","19,908.33",,,"1,225.43",,0,0,0,0,,"4,156.76",,--,,--,185.03,,93.99,,549.62,--,,"2,164.34",--
ASPINWALL,Aspinwall and Company Ltd.,,,7.82,7.82,143.51,143.51,151.33,,1.87,0,2.48,4.62,8.97,,20.83,14.05,35.99,5.74,76.61,236.91,,,63.98,0,0.57,16.55,81.1,1.7,3.43,1.41,7.13,94.77,,0,83.06,27.04,8.13,0.13,23.78,142.14,236.91,,,10.2,,0,0,0,0,,0.89,,--,,--,87.8,,3.91,,--,1.7,,--,--
ASTRAL,Astral Ltd.,,,20.1,20.1,"1,983.80","1,985.00","2,006.40",,23.2,38.9,3.6,0.9,66.6,,5.4,587.6,90.5,1.5,685,"2,758.00",,,"1,015.70",42.2,102.6,0,"1,160.50",333.5,0,28,20,"1,542.00",,0,547.5,153.3,438.1,1.3,75.8,"1,216.00","2,758.00",,,167.9,,0,0,0,0,,747.3,,--,,31,--,,12.22,,--,333.5,,--,--
ASTRAZEN,AstraZeneca Pharma Ltd.,,,5,5,506.39,506.39,511.39,,0,0,5.02,7.5,12.52,,0,188.06,104.42,40.17,332.65,856.56,,,74.49,0,2.2,0,76.69,0,16.3,0.41,57.49,150.89,,0,140.22,85.89,448.46,0.09,31.01,705.67,856.56,,,124.6,,0,0,0,0,,255.2,,--,,--,44.2,,2.5,,--,--,,--,--
ASTRON,Astron Paper & Board Mill Ltd.,,,46.5,46.5,135.3,135.3,181.8,,1.88,10.72,0,0.58,13.17,,63.67,69.39,3.69,0,136.75,331.72,,,121.47,0.17,7.52,0.21,129.36,5.85,0,11.15,0.02,146.37,,0,45.93,97.07,8.63,23.7,10.02,185.35,331.72,,,19.17,,261.45,0,0,0,,0.08,,--,,39.78,--,,8.58,,--,5.85,,--,--
ATFL,Agro Tech Foods Ltd.,,,24.37,24.37,424.33,424.33,460.15,,0,13.44,10.03,1.76,25.23,,38.5,76.77,18.69,2.88,136.84,622.22,,,276.13,15.25,10.14,0,301.51,22.82,0,0,29.82,354.15,,0,160.63,79.33,1.96,0,26.16,268.07,622.22,,,27.13,,0,0,0,0,,8.27,,--,,--,1.47,,--,,--,22.82,,--,--
ATGL,Adani Total Gas Ltd.,,,109.98,109.98,"2,320.01","2,320.01","2,429.99",,352.41,136.81,41.1,4.57,534.89,,643.06,165.5,648.29,7.28,"1,464.13","4,429.01",,,"1,699.87",33.11,"1,170.52",0,"2,903.50",647.68,0,0,516.14,"4,067.32",,0,76.78,186.55,34.32,0.35,63.69,361.69,"4,429.01",,,"4,264.86",,0,0,0,0,,16.61,,--,,--,--,,--,,--,647.68,,--,--
ATLASCYCLE,Atlas Cycle Industries Ltd.,,,3.25,3.25,-12.3,-12.3,-9.05,,0,0,11.16,0.31,11.47,,9,103.84,2.76,18.17,133.78,136.2,,,33.2,0,0,0,33.2,0.32,27.09,0,16.8,77.41,,0.05,16.65,21.14,1.42,15.92,3.61,58.79,136.2,,,20.85,,0,0,0,0,,0,,--,,--,--,,1.73,,0,0.31,,0.09,--
ATNINTER,ATN International Ltd.,,,15.78,15.78,-22.54,-22.54,-6.76,,0,0,0,0,0,,9.54,1.46,0.96,0,11.96,5.2,,,0.63,0,0,0,0.63,0.44,0,0.03,0.72,1.83,,0,0,0.02,0.1,0,3.25,3.37,5.2,,,0,,0,0,0,0,,0,,--,,--,--,,4.67,,0.44,--,,--,--
ATUL,Atul Ltd.,,,29.61,29.61,"4,286.78","4,286.78","4,316.39",,0,90.36,2.73,27.59,120.68,,72.94,619.95,175.11,45.56,913.56,"5,350.63",,,"1,272.20",0.78,173.44,3.22,"1,449.64","1,011.07",0,349.02,49.09,"2,858.82",,539.54,701.03,"1,058.83",20.75,26.72,144.94,"2,491.81","5,350.63",,,195.58,,"1,005.35",0,0,0,,0,,--,,"2,254.15",--,,1.95,,759.9,777.92,,--,539.54
AUBANK,AU Small Finance Bank Ltd.,,,314.9,314.9,0,"7,157.78","7,157.78","7,514.01","52,584.62","5,990.78","2,988.39","69,077.80",,"2,468.41","3,460.11","15,306.50","46,095.26",622.57,"1,124.95","69,077.80",,919,"27,817.00",20.99,,19.69,1.3,,924.38,2,271.85,0.5,1.0,,0,"2,107.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURIONPRO,Aurionpro Solutions Ltd.,,,22.8,22.8,216.65,216.65,239.45,,29.22,0.0,9.92,5.16,44.30,,12.99,72.41,39.79,4.4,129.59,413.33,,,47.75,11.94,10.3,0.0,69.99,78.46,3.11,0.0,17.07,168.63,,0.0,13.00,114.01,30.79,36.32,50.58,244.70,413.33,,,58.29,,0.0,0.0,0.0,0.0,,5.85,,--,,--,41.73,,7.05,,--,78.46,,--,--
AURUM,Aurum Proptech Ltd.,,,14.31,14.31,152.51,152.51,167.68,,0,0,4.62,0,4.62,,0,1,14.12,0,15.12,187.42,,,35.97,0,2.23,0,38.2,43.67,2.55,0,10.63,95.05,,32.28,0,0.53,54.85,0,4.71,92.37,187.42,,,2.2,,0,0,0,0,,0.11,,--,,--,--,,--,,--,--,,--,--
AUSOMENT,Ausom Enterprise Ltd.,,,13.62,13.62,102.94,102.94,116.56,,0,0,0,0.03,0.03,,9.95,4.91,2.7,0,17.57,134.16,,,0.12,0,0,8.18,8.3,53.42,0,0,1.01,62.73,,0,14.39,0.02,2.2,46.08,8.73,71.43,134.16,,,0,,0,0,0,0,,0,,--,,--,0.19,,--,,--,53.42,,--,--
AUTOAXLES,Automotive Axles Ltd.,,,15.11,15.11,605.95,605.95,621.06,,10.42,0,6.79,9.66,26.87,,4.17,345.21,32.94,14.87,397.18,"1,045.11",,,257.24,1.49,3.27,0,262,0,7.86,1.7,18.77,290.33,,16.66,199.23,389.42,80.51,6.19,62.78,754.78,"1,045.11",,,2.29,,0,0,0,0,,24.58,,--,,--,--,,--,,--,--,,--,--
AVADHSUGAR,Avadh Sugar & Energy Ltd.,,,20.02,20.02,790.38,790.38,810.4,,403.03,21.61,4.54,1.73,430.9,,809.78,310.46,61.64,7.28,"1,189.16","2,430.46",,,"1,076.88",0.48,8.61,0,"1,085.97",46.82,0,0,23.33,"1,156.13",,0,"1,169.74",85.71,3.06,0.49,15.34,"1,274.34","2,430.46",,,123.67,,0,0,0,0,,0.01,,--,,--,--,,10.01,,46.8,0.02,,--,--
AVANTIFEED,Avanti Feeds Ltd.,,,13.62,13.62,"1,602.45","1,602.45","1,616.08",,0,16.59,4.83,0,21.42,,0,257.1,44.15,0.67,301.92,"1,939.41",,,148,0.07,23.13,0,171.2,207.03,0,0.61,30.67,409.51,,722.02,715.51,22.04,59.08,0.82,10.43,"1,529.90","1,939.41",,,1.02,,0,0,0,0,,222.52,,--,,--,3.46,,4.54,,0.02,207.03,,--,51.06
AVTNPL,AVT Natural Products Ltd.,,,15.23,15.23,364.85,364.85,380.07,,4.5,1.21,2.81,4.27,12.79,,3,31.77,11.75,6.17,52.69,445.56,,,82.01,0,0.08,0,83.58,16.48,0,0,4.09,104.14,,28.34,171.73,105.05,6.39,0.27,29.65,341.42,445.56,,,0,,0,0,0,0,,0.68,,--,,--,450.94,,11.42,,--,16.48,,--,28.34
AXISBANK,Axis Bank Ltd.,,,613.95,613.95,0,"114,411.51","114,411.51","115,174.06","821,720.91","185,133.86","53,149.28","1,175,178.11",,"94,034.51","16,952.62","275,597.20","707,695.95","4,572.35","76,325.48","1,175,178.11",,"4,758.00","85,815.00",18.54,,16.34,2.2,,"21,822.32",3,"5,512.16",0.73,1.0,,"66,947.44","1,292,104.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISCADES,Axiscades Technologies Ltd.,,,18.97,18.97,147.3,147.3,166.27,,2.5,0,4.71,6.1,13.31,,35.82,13.38,234.05,4.47,287.72,467.31,,,22.45,1.44,0,0,23.89,335.57,8.38,0,11.15,378.99,,0,0,38.44,8.82,0,41.06,88.32,467.31,,,52.17,,0,0,0,0,,56.98,,--,,--,144.49,,4.21,,--,335.57,,--,--
AYMSYNTEX,AYM Syntex Ltd.,,,50.04,50.04,359.82,359.82,409.86,,146.68,0,22.57,0,169.26,,126.54,181.94,39.06,0,347.54,926.65,,,458.66,0.32,14.95,0,473.93,0,21.96,0.55,9.8,506.24,,0,188.29,111.91,20.74,0.6,98.87,420.41,926.65,,,42.78,,0,0,0,0,,482.31,,--,,--,661.58,,0.15,,--,--,,--,--
BAGFILMS,BAG Films and Media Ltd.,,,39.57,39.57,223.27,223.27,262.84,,0,0,3.09,1.11,4.2,,0,4.42,39.62,0,44.04,311.08,,,19.8,0,0,0,19.8,248.75,3.23,0,0,271.77,,0,21.55,10.31,0.71,0,6.75,39.31,311.08,,,80.98,,0,0,0,0,,0.32,,--,,--,--,,4.51,,0.42,248.32,,--,--
BAJAJCON,Bajaj Consumer Care Ltd.,,,14.75,14.75,822.66,822.66,839.18,,0,0,3.67,0,3.67,,0,45.34,67.13,0,112.47,955.32,,,45.17,1.22,1.36,0,47.76,159.31,0,0,4.54,211.61,,611.64,55.37,20.03,12.46,0,44.22,743.71,955.32,,,1.73,,0,0,0,0,,1.52,,--,,14.43,--,,--,,--,159.31,,611.64,--
BAJAJELEC,Bajaj Electricals Ltd.,,,22.97,22.97,"1,761.63","1,761.63","1,784.61",,11.83,0,89.99,22.55,124.37,,12.74,"1,212.40",801.69,77.58,"2,104.42","4,013.39",,,290.53,1.15,28.11,130.77,466.02,108.65,5.46,376.84,485.49,"1,442.46",,0,945.19,"1,129.25",141.34,10.01,345.14,"2,570.93","4,013.39",,,166.81,,0,0,0,0,,451.67,,--,,--,86.52,,11.04,,--,4.9,,--,--
BAJAJHIND,Bajaj Hindusthan Sugar Ltd.,,,124.45,124.45,"2,668.96","2,668.96","2,793.41",,"4,243.82",505.63,24.46,89.5,"4,863.41",,543.01,"4,092.25","1,213.41",20.78,"5,869.45","13,610.25",,,"6,803.49",0,4.29,0,"6,807.78",92.34,0,0,151.37,"7,051.49",,770.13,"2,745.56",213.87,47.33,"2,088.79",693.08,"6,558.76","13,610.25",,,"1,114.53",,0,0,0,0,,31.17,,--,,--,--,,5.31,,--,92.34,,--,770.13
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,,,111.29,111.29,"15,276.57","15,276.57","15,387.86",,0,510.28,13.69,2.78,526.75,,0,3.83,150.47,0,154.3,"16,068.91",,,119.7,0,0,177.25,296.95,0,0,0,152.1,449.05,,"15,492.46",0,0,28.19,0,99.21,"15,619.86","16,068.91",,,620.88,,0,0,0,0,,39.62,,--,,--,--,,96.76,,--,--,,--,"15,492.46"
BALAMINES,Balaji Amines Ltd.,,,6.48,6.48,"1,185.91","1,185.91","1,192.39",,0,52.62,122.8,0,175.42,,0,162.9,115.57,52.49,330.97,"1,698.77",,,495.03,0,140.94,0,635.96,66,0,66,114.91,882.87,,0,202.63,436.13,48.12,0,129.01,815.9,"1,698.77",,,2,,0,0,0,0,,206.65,,--,,--,177.97,,3.24,,--,66,,--,0
BALAXI,Balaxi Pharmaceuticals Ltd.,,,10,10,47.91,47.91,57.91,,0,0.04,0,0,0.04,,1.93,17.2,0.09,4.75,23.97,81.92,,,2.2,0,0.57,0,2.77,19.61,0,0,5.46,27.84,,0,0,53.18,0.84,0.05,0,54.08,81.92,,,0,,0,0,0,0,,0,,--,,--,--,,0.65,,--,19.61,,--,--
BALKRISHNA,Balkrishna Paper Mills Ltd.,,,10.74,10.74,-109.25,-109.25,-98.51,,162.53,21.14,10.89,1.13,195.69,,42.05,40.96,6.04,0.8,89.86,187.04,,,127.73,0,0.4,0,128.13,0,0,0,1.27,129.41,,0,40.01,6.01,0.16,0,11.45,57.63,187.04,,,12.72,,0,0,0,0,,62.21,,--,,--,107.93,,--,,--,--,,--,--
BALMLAWRIE,Balmer Lawrie & Co Ltd.,,,171,171,"1,148.86","1,148.86","1,319.86",,0,16.15,24.61,69.75,110.51,,0,272.51,222.63,19.53,514.67,"1,945.03",,,579.05,2.63,10.65,0.4,592.73,129.89,0,1.82,10.53,734.97,,0,200.95,313.89,415.53,8.67,271.03,"1,210.06","1,945.03",,,170.53,,7.11,0,0,0.53,,139.25,,--,,25.62,45.61,,161.49,,--,129.89,,--,--
BALPHARMA,Bal Pharma Ltd.,,,14.82,14.82,71.56,71.56,87.32,,27.01,2.47,3.63,4.6,37.72,,70.99,71.93,20.99,0.67,164.57,289.61,,,44.92,7.98,1.16,0,54.06,8.4,0,0,6.89,69.35,,0,73.97,77.91,5.09,25.72,37.57,220.27,289.61,,,16.25,,74.94,0,0,0,,1.63,,--,,183.6,--,,3.04,,--,--,,--,--
BALRAMCHIN,Balrampur Chini Mills Ltd.,,,20.4,20.4,"2,737.76","2,737.76","2,758.16",,144.2,72,3.14,9.57,228.91,,"1,065.43",308.29,109.34,6.74,"1,489.80","4,476.87",,,"1,632.67",0.97,204.3,0,"1,837.95",157.5,0,0,104.9,"2,100.35",,0,"2,200.70",136.72,3.28,0,35.82,"2,376.52","4,476.87",,,585.6,,0,0,0,0,,2.28,,--,,--,--,,13.28,,--,157.5,,--,--
BANARBEADS,Banaras Beads Ltd.,,,6.61,6.61,45.02,45.02,51.63,,0,0,0,0,0,,5.8,0.75,1.16,0.42,8.14,59.77,,,8.62,0,0.38,0,9,3.13,0.02,0,6.76,18.91,,0,18.7,4.59,12.22,4.09,1.25,40.86,59.77,,,0,,0,0,0,0,,3.29,,--,,--,22.28,,0.88,,--,0.12,,--,--
BANARISUG,Bannariamman Sugars Ltd.,,,12.54,12.54,"1,410.86","1,410.86","1,423.40",,123.68,30.81,6.57,4.48,165.54,,836.28,86.67,50.08,6.56,979.59,"2,568.52",,,"1,048.45",0,60.81,0.44,"1,109.69",1.22,0,0,29.1,"1,140.01",,0,"1,005.70",345.56,3.45,0.96,72.85,"1,428.51","2,568.52",,,36.24,,0,0.25,0.25,0,,0.02,,--,,21.28,--,,--,,1.19,0.03,,--,--
BANCOINDIA,Banco Products (India) Ltd.,,,14.3,14.3,670.59,671.13,685.44,,0,9.41,0.22,7.29,16.92,,0.04,75.96,5.11,1.06,82.18,784.54,,,133.44,0.22,6.27,0,139.93,151.35,0,0,21.85,313.13,,0,196.16,194.21,67.14,0,13.9,471.41,784.54,,,26.05,,0,0,0,0,,265.47,,--,,323.97,--,,11.82,,--,--,,--,--
BANDHANBNK,Bandhan Bank Ltd.,,,"1,610.77","1,610.77",0,"15,770.38","15,770.38","17,381.15","96,330.61","19,921.23","5,233.55","138,866.55",,"4,942.56","4,378.79","29,078.71","93,974.93",587.89,"5,903.67","138,866.55",,"1,189.00","60,211.00",20.1,,18.89,1.21,,"6,380.00",6,"1,564.23",1.66,2.0,,0,"12,405.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,Bank Of India,,,"4,104.31","4,104.31","6,926.62","44,100.32","51,026.93","55,131.24","627,895.96","26,760.37","24,826.45","734,614.01",,"40,280.58","51,277.06","174,448.41","420,841.79","9,774.95","37,991.22","734,614.01",,"5,105.00","51,825.00",17.04,,14.44,2.59,,"45,605.39",10,"9,851.93",2.34,2.0,,"27,600.93","423,198.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANSWRAS,Banswara Syntex Ltd.,,,17.12,17.12,383.03,383.03,400.14,,106.3,26.11,7.37,3.97,143.75,,153.04,147.67,35.94,1.78,338.43,882.33,,,312.13,2.29,28.92,0,343.34,4.66,0,0,29.11,377.1,,0.04,278.89,126.44,27.42,1.23,71.2,505.22,882.33,,,111.6,,0,0,0,0,,523,,--,,--,86.53,,4.34,,--,--,,0.04,--
BASF,BASF India Ltd.,,,43.29,43.29,"2,292.79","2,292.79","2,336.08",,0,0,94.36,45.17,139.53,,0,"3,315.71",242.67,75.94,"3,634.32","6,109.93",,,757.2,5.76,100.1,0,863.06,0,33.82,0.06,244.38,"1,141.32",,0,"1,942.62","2,621.31",126.22,0.06,278.4,"4,968.61","6,109.93",,,555.6,,0,0,0,0,,303.72,,--,,--,322.15,,15.77,,--,--,,--,--
BASML,Bannari Amman Spinning Mills Ltd.,,,32.42,32.42,411.19,411.19,443.61,,224.52,39.13,5.69,0,269.34,,205.95,104.59,12.76,15.65,338.96,"1,051.92",,,532.56,0,3.72,0,536.28,28.12,0,6.28,20.99,591.67,,0,213.96,176.21,11.73,0.39,57.95,460.25,"1,051.92",,,136.4,,0,0,0,0,,8.18,,--,,--,331.71,,5.25,,0.07,28.05,,--,--
BATAINDIA,Bata India Ltd.,,,64.26,64.26,"1,749.96","1,749.96","1,814.23",,0,0,891.29,2.03,893.32,,0,456.08,352.03,8.98,817.09,"3,524.64",,,"1,207.30",16.74,3.72,0,"1,229.22",4.85,104.85,0,189.78,"1,528.70",,0,870.91,71.72,964.82,0,88.5,"1,995.94","3,524.64",,,88.84,,0,0,0,0,,179.11,,--,,12.88,--,,9.8,,--,4.85,,--,--
BBL,Bharat Bijlee Ltd.,,,5.65,5.65,"1,117.70","1,117.70","1,123.36",,0,33.2,7.18,1.15,41.53,,278.67,138.1,61.79,16.22,494.78,"1,659.66",,,104.96,0.3,1.57,0,108.32,643.89,0,181.42,43.97,977.6,,29.58,217.33,341.67,11.74,63.59,18.16,682.06,"1,659.66",,,11.62,,0,0,0,0,,41.37,,--,,--,18.23,,4.71,,643.89,0,,--,29.58
BBTC,Bombay Burmah Trading Corporation Ltd.,,,13.96,13.96,197.25,197.25,211.21,,304.75,0,1.15,5.69,311.59,,706.26,23.5,41.98,7.28,779.01,"1,301.82",,,117.43,0.28,11.47,0.09,130.52,446.49,2.21,1.55,6.26,587.03,,0,62.86,47.24,90.37,479.68,34.64,714.79,"1,301.82",,,237.11,,0,0,0,0,,23.75,,--,,--,48.83,,11.42,,--,--,,--,--
BEARDSELL,Beardsell Ltd.,,,7.49,7.49,43.64,43.64,51.13,,5.94,0,1,0,6.95,,14.03,31.55,11.86,1.19,58.62,116.7,,,32.01,0.39,0.13,0,32.53,5.45,0.56,0.16,4.94,43.63,,0,15.19,39.77,1.96,0.19,15.95,73.07,116.7,,,6.16,,0,0,0,0,,10.67,,--,,--,0.06,,1.62,,0.01,0.51,,--,--
BEDMUTHA,Bedmutha Industries Ltd.,,,32.26,32.26,55.46,55.46,87.73,,172.16,0,23.02,0,195.18,,103.63,95.07,3.68,6.29,208.66,491.57,,,163,0,38.07,1.9,202.96,3.38,0,0,15.67,222.01,,0,64.46,60.28,10.09,0.5,134.24,269.56,491.57,,,22.31,,0,0,0,0.06,,0.43,,--,,6.19,--,,8.46,,--,3.32,,--,--
BEL,Bharat Electronics Ltd.,,,243.66,243.66,"11,740.60","11,740.60","11,984.26",,0,0,133.59,"1,800.06","1,933.65",,0,"3,365.96","15,750.44",415.63,"19,532.03","33,449.94",,,"2,454.51",69.05,398.55,0.07,"3,382.63","1,554.24",620.7,7.28,727.93,"6,292.78",,0,"5,539.56","6,103.39","7,499.14",1.48,"8,013.59","27,157.16","33,449.94",,,"2,607.83",,0,0,0,0,,0,,--,,--,--,,171.25,,--,"1,554.24",,--,--
BEPL,Bhansali Engineering Polymers Ltd.,,,16.59,16.59,963.81,963.81,980.4,,0,17.35,0.58,1,18.93,,0,69.82,37.75,0.35,107.93,"1,107.27",,,144.52,0.01,0,0,144.53,1.13,0,42,3.92,191.58,,0,197.42,282.41,208.66,217.02,10.17,915.68,"1,107.27",,,0.76,,0,0,0,0,,662.44,,--,,--,37.2,,--,,--,1.13,,--,--
BERGEPAINT,Berger Paints India Ltd.,,,97.13,97.13,"3,666.76","3,666.76","3,763.89",,0,23.18,319.53,3.98,346.69,,515.56,"1,705.09",265.96,28.71,"2,515.32","6,625.90",,,"1,635.46",9.26,568.87,0,"2,213.59",681.42,0,10.96,197.09,"3,103.06",,62.75,"2,149.97",835.58,206.88,0,267.66,"3,522.84","6,625.90",,,748.33,,0,0,0,0,,"1,167.45",,--,,--,8.66,,78.63,,--,681.42,,--,62.75
BGRENERGY,BGR Energy Systems Ltd.,,,72.16,72.16,809.79,809.79,881.95,,0,81.34,94.2,45.58,221.12,,"1,878.46","1,010.46","1,281.81",7.02,"4,177.75","5,280.82",,,95.27,0.6,0,0,95.87,359.94,0,11.96,620.94,"1,088.71",,0,37.34,730.09,259.11,455.54,"2,710.03","4,192.11","5,280.82",,,791.88,,0,0,0,0,,0.57,,--,,--,155.76,,64.65,,1.01,358.93,,--,--
BHAGERIA,Bhageria Industries Ltd.,,,21.82,21.82,484.92,484.92,506.74,,0,34.59,5.85,2.17,42.61,,17.62,58.98,9.13,0.68,86.41,635.76,,,391.59,0,0.01,2.39,393.99,0.46,0,0,10.08,404.53,,7.15,65.33,97.23,23.51,0.26,37.75,231.23,635.76,,,19.85,,0,0,0,0,,62.38,,--,,--,96.48,,10.91,,0.01,0.44,,6.97,0.18
BHANDARI,Bhandari Hosiery Exports Ltd.,,,14.65,14.65,66.9,66.9,81.55,,35.65,3.88,0,0,39.53,,67.56,11.97,16.28,0.94,96.75,217.83,,,55.51,0.01,0,0,55.52,0,0,0,0,55.52,,0,74.1,69.01,1.37,0.5,17.32,162.31,217.83,,,0.01,,0,0,0,0,,0.79,,--,,1.65,--,,2.61,,--,--,,--,--
