Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
DCBBANK,DCB Bank Ltd.,,,310.98,310.98,225.33,"3,511.20","3,736.53","4,048.82","34,691.69","4,081.84","2,017.79","44,840.14",,"1,577.50","2,513.26","9,098.23","29,095.78",661.18,"1,894.18","44,840.14",,400,"8,029.00",18.92,,15.84,3.08,,"1,289.93",4,573.23,1.97,2.0,,554.63,"5,062.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCMFINSERV,DCM Financial Ltd.,,,22.13,22.13,-65.29,-65.29,-43.16,,2.08,0,0,0.11,2.18,,76.13,0,2.14,0,78.28,37.3,,,11.41,0,0,0,11.41,0,3.33,0,17.69,32.43,,1.42,0,0,3.29,0,0.16,4.87,37.3,,,3.97,,0,0,0,0,,0,,--,,--,--,,0.79,,--,--,,--,1.42
DCMSHRIRAM,DCM Shriram Ltd.,,,31.35,31.35,"5,494.74","5,494.74","5,526.09",,951.34,214.5,59.28,250.95,"1,476.07",,553.28,909.06,778.5,55.08,"2,295.92","9,298.08",,,"3,274.53",11.55,485.53,0.4,"3,781.25",98.59,0,23.44,258.5,"4,161.78",,0,"2,246.68",853.95,"1,550.07",137.02,348.58,"5,136.30","9,298.08",,,"1,004.86",,0,0,0,0,,683.82,,--,,--,212.23,,15.59,,--,98.59,,--,--
DCW,DCW Ltd.,,,52.21,52.21,742.11,742.11,801.82,,440.91,72.72,52.76,18.46,584.85,,110.62,295.8,103.31,6.86,516.59,"1,903.26",,,"1,352.07",0,8.1,0,"1,360.16",0.01,0,0,15.36,"1,375.54",,0,247.09,116.47,112.44,1.11,50.62,527.72,"1,903.26",,,307.08,,0,0,0,0,,4.53,,--,,--,10.19,,7.49,,--,0.01,,--,--
DECCANCE,Deccan Cements Ltd.,,,7,7,638.55,638.55,645.55,,46.22,52.5,0.26,4.89,103.87,,119.91,26.56,87.21,1.88,235.56,984.98,,,433.38,18.41,21.32,1.01,474.12,0.17,0,0,87.33,561.62,,0,79.77,23.58,297.68,0.02,22.31,423.36,984.98,,,255.59,,0,0,0,0,,7.69,,--,,--,--,,3.5,,0.16,0,,--,--
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Ltd.,,,120.59,120.59,"2,606.08","2,606.08","2,726.67",,431.54,29.73,26.59,34.21,522.07,,123.12,265.53,103.03,44.95,536.63,"3,785.37",,,994.97,10.1,9.42,31.46,"1,047.07",845.52,0,924.29,246.98,"3,063.86",,307.48,125.74,116.3,42.06,41.2,88.73,721.51,"3,785.37",,,462.21,,88.25,438.02,438.02,29.24,,16.69,,--,,26.39,30.14,,--,,--,843.07,,307.48,--
DELTAMAGNT,Delta Manufacturing Ltd.,,,10.85,10.85,31.84,31.84,42.69,,7.26,0.09,0.4,1.4,9.15,,39.59,13.72,8.85,1.4,63.56,115.41,,,43.65,0.03,5.02,0,48.71,2.71,0,0,8.04,59.47,,2.66,17.5,27.02,3.61,0,5.15,55.94,115.41,,,4.65,,0,0,0,0,,26.8,,--,,4.07,--,,1.62,,2.66,2.71,,--,--
DEN,Den Networks Ltd.,,,476.77,476.77,"2,664.24","2,664.24","3,141.00",,0,0,47.99,10.79,58.78,,0,299.48,133.85,1.69,435.01,"3,634.79",,,243.39,5.58,17.73,0,266.69,582.45,0,0,86.18,935.32,,"1,841.18",0,179.38,627.74,0,51.17,"2,699.47","3,634.79",,,111.87,,0,0,0,0,,5.96,,--,,--,--,,72.48,,--,582.45,,--,"1,841.18"
DENORA,De Nora India Ltd.,,,5.31,5.31,76.57,76.57,81.88,,0,0,0,0,0,,0,3.05,6.32,2.38,11.76,93.64,,,7,0.45,0.64,0,8.09,0.11,1.57,0,0.86,10.64,,23.16,23.84,11.78,21.28,0.01,2.94,83,93.64,,,3.41,,0,0,0,0,,34.29,,--,,--,20.36,,--,,--,--,,--,23.16
DHAMPURSUG,Dhampur Sugar Mills Ltd.,,,66.38,66.38,822.1,822.1,888.48,,233.53,30.05,5.41,15.32,284.31,,645.59,231.43,109.63,5.22,991.87,"2,164.66",,,997.74,2.08,28.74,0,"1,028.56",5.38,0,0,17.7,"1,051.64",,0,818.87,199.64,55.06,2.47,36.98,"1,113.02","2,164.66",,,109.51,,0,0,0,0,,26.12,,--,,111.8,--,,57.21,,5.14,0.24,,--,--
DHANBANK,Dhanlaxmi Bank Ltd.,,,253.01,253.01,138.07,508.92,646.99,900,"12,402.89",150,342.87,"13,795.76",,678.4,57.44,"4,044.06","8,141.98",221,652.88,"13,795.76",,249,"1,724.00",12.98,,10.31,2.67,,533.54,6.32,232.16,2.85,2.85,,301.69,"1,022.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHANUKA,Dhanuka Agritech Ltd.,,,9.32,9.32,951.1,951.1,960.42,,0,5.56,41.6,0.24,47.4,,0.96,174.72,128.68,0,304.36,"1,312.19",,,157.12,1.55,48.35,0,207.02,139.83,0,0.11,10.56,357.52,,196.06,347.18,282.49,2.43,0.73,125.78,954.67,"1,312.19",,,65.69,,0,0,0,0,,206.8,,--,,--,13.97,,--,,99.42,43.56,,186.06,10
DHUNINV,Dhunseri Investments Ltd.,,,6.1,6.1,339.79,339.79,345.89,,0,2.42,0.01,0.04,2.47,,0,0,0.43,0,0.43,348.79,,,2.53,0,0.98,0,3.51,0,0,0,1,4.52,,342.22,0,0,1.05,0,1.01,344.27,348.79,,,0.81,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,26.88
DIVISLAB,Divis Laboratories Ltd.,,,53.09,53.09,"11,638.26","11,638.26","11,691.35",,0,421.4,0,26.71,448.11,,0,771.3,392.95,4.15,"1,168.40","13,307.86",,,"4,313.48",7.49,469.93,0,"4,790.90",79.37,0,0,141.63,"5,011.90",,0,"2,644.05","2,569.90","2,803.68",0,278.33,"8,295.96","13,307.86",,,"1,259.90",,0,"1,767.55","1,767.55",0,,27.79,,--,,--,"7,844.53",,39.67,,--,79.37,,--,--
DLINKINDIA,D-Link India Ltd.,,,7.1,7.1,279.84,279.84,286.94,,0,0,0.57,0,0.57,,0,198.68,8.25,0.73,207.67,495.18,,,17.71,0,0,0,17.71,16.5,2.97,0,0.55,37.73,,82.57,97.82,229.55,38.15,0,9.36,457.45,495.18,,,22.49,,0,0,0,0,,0,,--,,--,--,,--,,--,16.5,,--,82.57
DMART,Avenue Supermarts Ltd.,,,647.77,647.77,"13,276.34","13,276.34","13,924.11",,0,64.84,320.72,0,385.56,,0,531.21,529.69,33.39,"1,094.29","15,403.96",,,"8,723.10",9.52,"1,073.14",96.11,"9,901.87",532.31,0,0,"1,618.64","12,052.82",,0,"2,586.89",230.86,284.31,0,249.08,"3,351.14","15,403.96",,,"2,696.61",,0,0,0,0,,633.38,,--,,--,0.97,,--,,--,--,,--,--
DNAMEDIA,Diligent Media Corporation Ltd.,,,11.77,11.77,-566.77,-566.77,-555,,436.27,0,0.04,0.13,436.44,,0,4.38,319,0.01,323.39,204.83,,,0,0,0,0,0,0,109.86,0,65.06,174.92,,0,0,12.74,1.68,0,15.5,29.91,204.83,,,2.48,,0,0,0,0,,0.31,,--,,0.04,--,,--,,--,--,,--,--
DONEAR,Donear Industries Ltd.,,,10.4,10.4,125.49,125.49,135.89,,14.54,0,16.32,0,30.85,,298.73,76.96,66.94,2.1,444.71,611.46,,,72.16,1.69,5.36,8.07,87.27,0.98,4.23,0,6.13,98.61,,0,306.48,130.2,12.2,0,63.97,512.84,611.46,,,4.92,,0,0,0,0,,3.5,,--,,--,15.28,,9.1,,--,0.98,,--,--
DPSCLTD,DPSC Ltd.,,,97.38,97.38,"1,219.31","1,219.31","1,316.69",,216.48,140.01,86.09,4.5,447.08,,106.58,102.95,254.84,18.29,482.66,"2,306.84",,,906.09,1.19,20.77,0,928.06,100.89,0,55.72,557.17,"1,641.84",,0.4,7.53,83.49,14.62,34.94,524.01,665,"2,306.84",,,74.58,,0,0,0,0,,0,,--,,0.53,--,,93.15,,2.44,98.45,,--,--
DRREDDY,Dr Reddys Laboratories Ltd.,,,83.2,83.2,"18,253.00","18,253.00","18,336.20",,0,0,103.9,10.4,114.3,,"2,171.10","1,666.20","1,885.60",322.2,"6,045.10","24,495.60",,,"4,024.00","2,126.50","1,186.40",0,"7,350.80","3,024.30",19.4,1.2,616.3,"11,012.00",,"1,912.40","3,347.80","4,945.40","2,030.50",0,"1,247.50","13,483.60","24,495.60",,,827.4,,0,0,0,0,,"4,040.10",,--,,--,"10,154.40",,55.87,,--,--,,--,--
DSSL,Dynacons Systems and Solutions Ltd.,,,11.28,11.28,55.59,55.59,67.86,,12.01,0,1.78,2.17,15.96,,49.73,160.51,4.86,0,215.1,298.92,,,6.09,0,0,0,6.09,0.56,0.39,0,1.43,8.47,,0,70.91,175.68,35.32,0.13,8.41,290.45,298.92,,,41.47,,0,0,0,0,,7.57,,--,,--,27.51,,2.95,,0.51,--,,--,--
DTIL,Dhunseri Tea & Industries Ltd.,,,10.51,10.51,594.27,594.27,604.78,,0.22,29.2,7.19,0,36.62,,25.29,13.68,12.99,14.63,66.6,707.99,,,370.64,0,5.96,6.39,382.99,104.2,0,0.06,17.99,505.25,,139.67,37.34,7.42,3.05,0.13,15.12,202.74,707.99,,,26.42,,0,0,0,0,,0,,--,,--,--,,--,,--,104.2,,139.67,--
DUCON,Ducon Infratechnologies Ltd.,,,20.57,20.57,110.62,110.62,146.5,,0,0,7.41,0.4,7.81,,82.45,37.11,7.5,0,127.06,281.37,,,0.36,0,0,0,0.36,5.1,0.04,8.71,0,14.21,,0,0,255.29,7.24,0.02,4.61,267.16,281.37,,,6.77,,0,0,0,0,,0,,--,,--,--,,--,,--,5.1,,--,--
DVL,Dhunseri Ventures Ltd.,,,35.03,35.03,"1,308.27","1,308.27","1,343.30",,3.4,22.47,0.59,0.67,27.14,,36.6,0.46,13.83,0.25,51.14,"1,421.58",,,3.24,0.01,0,11.22,14.48,"1,048.05",0,0.7,0.01,"1,063.25",,259.46,0,0,16.09,0,82.79,358.34,"1,421.58",,,0,,0,0,0,0,,2.75,,--,,--,16.54,,1.83,,461.54,586.51,,164.19,95.27
DWARKESH,Dwarikesh Sugar Industries Ltd.,,,18.83,18.83,654.46,654.46,673.29,,200.92,0,1.44,22.28,224.64,,319.77,96.34,101.1,4.41,521.61,"1,419.54",,,388.1,0,142.5,0,530.6,0.32,24.63,0,17.12,572.67,,0,757.7,34.53,38.55,0.3,15.79,846.87,"1,419.54",,,46.15,,0,0,0,0,,0.01,,--,,--,--,,3.68,,--,0.32,,--,--
DYNAMATECH,Dynamatic Technologies Ltd.,,,6.34,6.34,366.68,366.68,373.02,,245.46,38.97,13.46,29.21,327.1,,177.19,89.31,36.31,3.81,306.62,"1,006.74",,,231.01,3.72,11.38,0,246.11,338.09,0,0,23.02,607.22,,0,101.6,142.22,29.15,0.9,125.65,399.52,"1,006.74",,,35.64,,23.23,0,0,0.29,,42.39,,--,,--,297.69,,1.05,,--,338.09,,--,--
DYNPRO,Dynemic Products Ltd.,,,11.33,11.33,158.31,158.31,169.64,,96.72,11.87,2.3,0,110.89,,77.01,48.76,6.95,0.43,133.14,413.67,,,271.58,0,0,0,271.58,1.33,0,0.02,9.26,282.19,,0,52.05,47.02,2.67,0.01,29.73,131.48,413.67,,,4.34,,0,0,0,0,,0.95,,--,,--,176.07,,4.13,,--,--,,--,--
EASTSILK,Eastern Silk Industries Ltd.,,,15.79,29.79,-44.66,-44.66,-14.87,,0,0,0,0.16,0.16,,135.56,4.45,37.5,1.78,179.3,164.59,,,43.26,0,0,0,43.26,0.05,45.73,0,1.06,90.1,,0,35.78,23.57,8.63,0,6.51,74.49,164.59,,,8.28,,0,10.67,10.67,1.14,,2.35,,--,,12.06,--,,1.77,,0.05,0,,--,--
ECLERX,eClerx Services Ltd.,,,33.1,33.1,"1,141.43","1,141.43","1,174.53",,0,0.07,121,0,121.06,,0,79.18,170.85,0,250.04,"1,545.63",,,132.08,3.73,2.17,0,137.97,489.27,26.65,0,39.14,693.03,,193.92,0,236.27,217.02,0,205.38,852.59,"1,545.63",,,77.55,,0,0,0,0,,309.62,,--,,--,"1,503.95",,32.16,,--,489.27,,193.92,--
EDELWEISS,Edelweiss Financial Services Ltd.,,,89.82,89.82,"4,834.24","4,834.24","5,000.22",,"2,432.21",0,8.5,0.72,"2,441.43",,0,95.22,505.2,0,600.42,"8,042.06",,,0.57,0.08,0,0,0.65,0,115.91,0,172.08,288.65,,"4,963.26",0,12.36,515.84,"2,170.38",91.56,"7,753.41","8,042.06",,,"3,542.28",,0,0,0,0,,1.95,,--,,--,5.68,,60.01,,--,--,,0.29,"4,962.97"
EIHAHOTELS,EIH Associated Hotels Ltd.,,,30.47,30.47,301.87,301.87,332.34,,0,29.49,1.84,1.5,32.83,,0,31.79,14.71,0.36,46.87,412.04,,,277.97,0.4,4.6,0,282.97,0.04,0,0,15.34,298.35,,74.11,11.47,7.68,8.17,0,12.26,113.69,412.04,,,20.91,,0,0,0,0,,2.64,,--,,--,11.13,,--,,--,0.04,,74.11,--
EIHOTEL,EIH Ltd.,,,125.07,125.07,"2,683.16","2,683.16","2,808.23",,164.74,6.96,126.1,20.14,317.94,,168.77,140.9,169.99,17.52,497.18,"3,623.35",,,"2,117.96",4.89,42.05,103.27,"2,268.89",709.89,0,0,313.7,"3,292.47",,8.94,41.35,105.21,55.74,0,119.64,330.87,"3,623.35",,,196.42,,0,0,0,0,,6.3,,--,,--,123.13,,59.82,,489.3,652.7,,--,--
EIMCOELECO,Eimco Elecon (India) Ltd.,,,5.77,5.77,323.87,323.87,329.63,,0,6.69,0.15,0.22,7.06,,0,16.89,7.44,1.23,25.56,362.25,,,64.92,12.76,0.05,2.95,80.68,84.03,0,0,0.47,165.18,,69.4,70.94,39.12,3.25,0,14.37,197.08,362.25,,,12.09,,0,0,0,0,,14.81,,--,,0.42,--,,4.19,,34.49,49.59,,3.18,66.4
EKC,Everest Kanto Cylinder Ltd.,,,22.44,22.44,571.89,571.89,594.33,,0.43,12.91,0.61,3.08,17.03,,86.51,71.4,74.75,4.33,237,848.36,,,182.94,0.32,31.27,10.95,225.48,25.07,0,2,66.54,319.08,,15.04,202.1,194.52,33.02,0.75,83.86,529.28,848.36,,,490.27,,0,0,0,0,,471.84,,--,,--,62.79,,11.75,,--,25.07,,--,15.04
ELECON,Elecon Engineering Company Ltd.,,,22.44,22.44,885.11,885.11,907.55,,19.66,27.6,4.52,9.13,60.91,,80.35,214.42,149.97,22.14,466.89,"1,435.35",,,560.71,1.88,0.15,25.35,588.09,118.54,0,8.69,34.15,749.47,,0,180.42,379.09,39.08,0,87.29,685.88,"1,435.35",,,175.51,,0,0,0,0,,110.29,,--,,81.18,--,,15.85,,0.03,116.33,,--,--
ELECTCAST,Electrosteel Castings Ltd.,,,59.46,59.46,"3,927.97","3,927.97","3,987.43",,838.2,356.33,114.7,41.57,"1,350.80",,"1,866.98",560.32,425.7,14.27,"2,867.27","8,205.49",,,"2,684.41",3.37,"1,207.70",0,"3,895.48",158.74,0,0,66.38,"4,120.60",,361.73,"1,833.58","1,041.89",457.18,53.08,337.44,"4,084.90","8,205.49",,,"1,567.78",,0,0,0,0,,"1,412.85",,--,,--,"1,167.97",,8.88,,--,63.68,,241.71,120.02
ELECTHERM,Electrotherm (India) Ltd.,,,12.74,12.74,-973.46,-973.46,-960.72,,362.25,0,0.9,19.67,382.82,,"1,626.10",384.54,317.49,15.26,"2,343.39","1,765.49",,,636.68,4.73,32.68,0,674.09,46.26,0,0,49.85,770.2,,0.04,541.93,176.17,71.26,0,205.89,995.29,"1,765.49",,,434.14,,0,0,0,0,,128.23,,--,,--,349.69,,0.95,,--,45.78,,--,--
ELGIEQUIP,Elgi Equipments Ltd.,,,31.69,31.69,952.43,952.43,984.12,,0,0,1.67,6.96,8.63,,0,191.8,62.76,14.2,268.76,"1,261.50",,,189.65,4.17,6.52,5.46,205.81,181.38,6.68,60.26,10.74,464.86,,0,171.58,424.45,158.37,2.33,39.91,796.64,"1,261.50",,,16.63,,0,0,0,0,,233.47,,--,,--,347.48,,25.54,,10.79,170.59,,--,--
ELGIRUBCO,Elgi Rubber Company Ltd.,,,5.01,5.01,277.31,277.31,282.31,,36.11,0,0.25,0,36.37,,83.25,11.06,18.83,0.85,113.99,432.67,,,76.01,0.1,16.48,0,92.59,64.92,10.37,110.88,20.32,299.09,,0,46.65,54.56,21.05,0.22,11.11,133.58,432.67,,,37.22,,7.83,0,0,13.81,,4.3,,--,,40.88,8.26,,--,,18.67,46.25,,--,--
EMAMILTD,Emami Ltd.,,,44.12,44.12,"2,041.84","2,041.84","2,085.96",,0,0,29.73,20.18,49.91,,212.58,296.09,134.54,46.82,690.02,"2,825.89",,,676.08,549.78,1.28,44.62,"1,273.12",321.34,283.71,10.52,92.81,"1,981.49",,39.52,328.71,193.55,55.6,1.83,225.19,844.4,"2,825.89",,,54.65,,40.47,0,0,6.51,,11.29,,--,,112.26,23.31,,35.19,,130.11,191.23,,--,39.52
EMMBI,Emmbi Industries Ltd.,,,17.69,17.69,135.71,135.71,153.4,,50.09,11.57,12.04,0,73.7,,94.01,31.32,2.18,0,127.51,354.6,,,136.95,14.97,0,0,151.92,0.02,0,0.1,12.19,164.23,,0,97.7,75.94,0.99,0,15.75,190.37,354.6,,,3.31,,17.65,0,0,0,,5.46,,--,,301.08,--,,4.7,,--,0.02,,--,--
ENDURANCE,Endurance Technologies Ltd.,,,140.66,140.66,"2,866.19","2,866.19","3,006.85",,0,0,29.94,8.85,38.78,,31.7,529.93,103.83,28.25,693.71,"3,739.34",,,"1,508.39",56.56,83.78,0,"1,654.14",364.91,3.82,0,50.08,"2,072.95",,209.45,366.68,801.09,103.14,1.1,184.93,"1,666.39","3,739.34",,,705.9,,0,0,0,0,,318,,--,,--,162.35,,123.66,,--,1.15,,--,--
ENERGYDEV,Energy Development Company Ltd.,,,47.5,47.5,115.82,115.82,163.32,,0,0,0.11,0.25,0.37,,20.93,13.7,56.09,0.06,90.78,254.47,,,28.3,0,0,0,28.3,79.01,5.61,0,5.71,118.63,,0,0.52,37.8,3.48,37.44,56.6,135.84,254.47,,,32.37,,0,0,0,0,,0,,--,,--,--,,--,,--,12.29,,--,--
ENGINERSIN,Engineers India Ltd.,,,281.02,281.02,"1,644.03","1,644.03","1,925.05",,0,0,2.77,3.26,6.04,,0,319.48,"1,276.95",789.21,"2,385.65","4,316.73",,,218.54,1.92,6.23,39.64,266.64,"1,236.82",337.47,61.76,70.05,"1,972.74",,85.16,2.26,371.03,"1,320.13",12.03,553.37,"2,343.99","4,316.73",,,"1,865.82",,0,0,0,0,,0,,--,,--,--,,168.47,,--,"1,242.24",,85.16,--
ENIL,Entertainment Network India Ltd.,,,47.67,47.67,724.07,724.07,771.74,,0,0,198.45,0,198.45,,0,71.78,37.23,0,109.01,"1,079.19",,,208.4,394.53,0.6,2.18,605.71,32.22,31.09,0,54.84,723.87,,205.58,0,126.79,4.98,0,17.96,355.33,"1,079.19",,,19.89,,0,0,0,0,,12.12,,--,,--,6.44,,--,,--,32.22,,--,--
EPL,EPL Ltd.,,,63.2,63.2,707,707,792.7,,114,0,26.9,16.6,157.5,,101.7,97.2,39.3,11.1,249.3,"1,199.50",,,293,9.8,83,0,387.6,356.6,10.5,0,42.8,797.5,,0,114.1,209.4,17.5,0,61,402,"1,199.50",,,391.9,,0,0,0,0,,324.11,,--,,--,296.01,,44.47,,--,11.1,,--,--
EROSMEDIA,Eros International Media Ltd.,,,95.88,95.88,110.62,110.62,214.76,,61.24,0,290.96,0,352.2,,468.85,97.9,199.08,0,765.83,"1,332.79",,,41.54,490.81,0,0,535.56,44.92,0,5.45,68.75,654.68,,0,8.5,650.99,6.87,6.14,5.61,678.11,"1,332.79",,,"1,960.66",,0,0,0,0,,0.49,,--,,176.61,--,,66.31,,--,44.92,,--,--
ESABINDIA,Esab India Ltd.,,,15.39,15.39,228.83,228.83,244.22,,0,0,0.68,5.72,6.4,,0,143.93,35.35,6.2,185.48,436.1,,,89.05,0.61,2.85,0,92.51,0,1.62,0,5.57,99.7,,31.16,104.9,134.24,44.98,0,21.12,336.4,436.1,,,52.21,,21.56,0,0,0,,162.23,,--,,--,85.25,,--,,--,31.16,,--,--
ESSARSHPNG,Essar Shipping Ltd.,,,206.98,206.98,"-3,503.92","-3,503.92","-3,296.33",,"1,664.99",0,0,0,"1,664.99",,846.55,32.57,"1,153.51",0,"2,032.63",401.29,,,0.14,0,0,0,0.14,35.77,0,0,1.84,37.75,,1.61,0,5.5,18.93,0,337.5,363.54,401.29,,,"1,132.75",,0,0,0,0,,889.42,,--,,--,709.53,,--,,--,35.77,,--,--
ESSENTIA,Integra Essentia Ltd.,,,10.9,10.92,-40.01,-40.01,-29.08,,0,0,0,0,0,,28.72,14.43,2.81,0.01,45.97,16.88,,,0.01,0,0,0,0.01,0,0,0,0.1,0.11,,0,0,7.8,0.44,0,8.53,16.77,16.88,,,0.74,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ESTER,Ester Industries Ltd.,,,41.7,41.7,586.77,586.77,628.46,,158.27,30.79,20.3,10.14,219.49,,161.15,62.43,26.8,3.05,253.43,"1,101.38",,,388.02,0.46,18.91,0,407.38,180.68,0,0.14,34.59,622.8,,0,202.99,193.46,27.63,0.76,53.75,478.59,"1,101.38",,,482.22,,0,0,0,0,,307.48,,--,,385.46,--,,--,,--,180.68,,--,--
EVEREADY,Eveready Industries India Ltd.,,,36.34,36.34,258.75,258.75,295.09,,183.54,0,23.79,6.12,213.45,,187.12,164.82,72.15,15.4,439.49,948.04,,,300.35,4.69,2.86,0,309.17,10.16,172.61,0.81,45.17,537.92,,0,240.72,35.58,52.02,0.53,81.27,410.12,948.04,,,210.28,,0,0,0,0,,156.77,,--,,--,11.13,,24.22,,--,10.16,,--,--
EVERESTIND,Everest Industries Ltd.,,,15.68,15.68,528.23,528.23,543.9,,0,26.6,48.38,0,74.98,,0,169.25,266.36,4.27,439.87,"1,058.76",,,397.01,1.08,19.05,0,417.13,0,0,0,29.62,446.76,,0,332.76,55.88,163.84,0,59.52,612,"1,058.76",,,154.31,,0,0,0,0,,243.95,,--,,37.03,--,,13.35,,--,--,,--,--
EXCEL,Excel Realty N Infra Ltd.,,,94.05,94.05,74.36,74.36,168.41,,0,0.46,0.2,0,0.66,,0.09,7.66,0,2.31,10.06,179.12,,,9.75,0,0,8.95,18.7,0.2,0,0,109.99,128.89,,0,0.23,7.64,1.42,38.38,2.56,50.23,179.12,,,30.46,,0,0,0,0,,0,,--,,10.75,--,,10.24,,--,--,,--,--
EXCELINDUS,Excel Industries Ltd.,,,6.29,6.29,926.44,926.44,932.73,,0,80.79,16,0,96.79,,5.24,180.42,16.6,0,202.26,"1,231.78",,,406.86,19.19,21.2,0.83,448.08,285.87,0,0.04,25.35,759.35,,9.05,165.23,199.18,65.9,0.32,32.74,472.43,"1,231.78",,,12.33,,0,0,0,0,,302.74,,--,,250.45,--,,4.78,,--,196.18,,--,9.05
EXPLEOSOL,Expleo Solutions Ltd.,,,10.25,10.25,198.59,198.59,208.97,,0,0,10.56,2.39,12.95,,0,20.7,47.73,0.84,69.27,291.19,,,38.95,0.07,0,0,39.01,4.02,1.74,0,11.12,55.89,,0,0,100.83,119.75,0,14.72,235.3,291.19,,,93.65,,0,0,0,0,,141.66,,--,,--,291.66,,7.43,,--,4.02,,--,--
FACT,Fertilisers and Chemicals Travancore Ltd.,,,647.07,647.07,-457.7,-457.7,189.37,,10.2,0,60.55,181.43,252.18,,"1,795.02",577.98,"1,396.17",49.49,"3,818.67","4,260.22",,,334.45,0.76,44.02,0.06,379.3,97.88,0,0.03,9.29,486.5,,0,661.8,175.23,"1,876.47",0,"1,060.23","3,773.72","4,260.22",,,"3,063.23",,17.01,0,0,0,,0.01,,--,,--,--,,--,,--,93.8,,--,--
FCL,Fineotex Chemical Ltd.,,,22.15,22.15,199.61,199.61,221.76,,0,1.04,0.77,0.14,1.94,,1.88,41.46,3.31,0.24,46.89,270.59,,,63.34,0,0,3.94,67.28,27.58,0,0,7.33,102.19,,0,48.48,75.15,23.73,0,21.04,168.4,270.59,,,7.06,,0,0,0,0,,60.38,,--,,65.75,--,,14.43,,17.2,10.38,,--,0
FCSSOFT,FCS Software Solutions Ltd.,,,170.96,170.96,128.36,128.36,299.32,,18.73,0,3.41,1.31,23.45,,3.08,1.06,3.35,0.2,7.7,330.46,,,184.81,0.14,2.55,0,187.5,111.63,0.78,18.51,3.12,321.54,,0,0,1.85,2.61,0.69,3.78,8.93,330.46,,,0,,0,0,0,0,,0.1,,--,,--,19.83,,32.98,,--,111.63,,--,--
FDC,FDC Ltd.,,,16.88,16.88,"1,931.80","1,931.80","1,948.69",,0.11,9.88,24.63,0.33,34.94,,0.1,136.26,98.58,35.68,270.62,"2,254.25",,,696.49,4.48,104.24,0,805.32,384.95,0,0.47,74.92,"1,265.67",,500.77,303.63,79.71,32.06,0.55,71.87,988.58,"2,254.25",,,166.13,,0,0,0,0,,55.2,,--,,--,213.83,,11.5,,370.85,14.1,,--,500.77
FEDDERELEC,Fedders Electric and Engineering Ltd.,,,30,30,86,86,116,,0,11.99,0,0,11.99,,2.64,1.15,2.19,4.28,10.26,138.25,,,65.9,0,0,0,65.9,1.21,0,0,0,67.11,,0,7.93,38.04,11.08,2.21,11.88,71.14,138.25,,,4.44,,0,0,0,0,,0,,--,,--,0.2,,0.41,,--,0.54,,--,--
FEDERALBNK,Federal Bank Ltd.,,,420.51,420.51,5.01,"18,368.32","18,373.33","18,793.84","181,700.59","15,393.12","5,058.77","220,946.31",,"9,999.27","11,011.07","39,179.46","144,928.32",633.94,"15,194.23","220,946.31",,"1,282.00","12,641.00",15.77,,14.43,1.34,,"4,136.74",3,"1,392.62",0.96,1.0,,"5,013.28","38,914.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,
